Afrika	África
Razh-kangourou	Dipodomys
Adomnán	Adomnán
Aleksandr III (Rusia)	Alexandre III da Rússia
Roskañvel	Roscanvel
Menez Logan	Maciço Logan
Kensonenn dent	Consoante dental
Muruzabal	Muruzábal
Camille Claudel	Camille Claudel
Toupinambaeg	Tupis
Indre	Indre
Enez ar Su	Ilha Sul
Muay thai	Muay thai
Amedeo Modigliani	Amedeo Modigliani
NSA	Agência de Segurança Nacional
Boyacá (Colombia)	Boyacá
Korfou	Corfu
Rakoun	Procyon lotor
Alicia Keys	Alicia Keys
Maen-ben	Silhar
Carmen Miranda	Carmen Miranda
Banniel Spagn	Bandeira da Espanha
Henry Louis Le Chatelier	Henri Louis Le Châtelier
Eros	Eros
Sindbad ar martolod hag e seizh beaj	Simbad
Hilary Duff	Hilary Duff
Yourc'h	Corça
Istor Alamagn	História da Alemanha
Marc'heg (Henroma)	Ordem equestre
Herakles	Héracles
Kallist Iañ	Papa Calisto I
Squamata	Escamados
Paul Avril	Édouard-Henri Avril
Attika	Ática
Eau Claire (Wisconsin)	Eau Claire (Wisconsin)
Pleg-mor Botnia	Golfo de Bótnia
Robin Hood	Robin Hood
Roumarin	Alecrim
Sega	Sega
Arzh du Amerika	Ursus americanus
Erzurum	Erzurum
Stella Mwangi	Stella Mwangi
Dziecinów (powiat otwocki)	Dziecinów (comuna de Otwock)
Temiskira	Temiscira
Lez europat gwirioù mab-den	Tribunal Europeu dos Direitos Humanos
Anagramm	Anagrama
Lapoutroie	Lapoutroie
Saint-Bernard (Elzas)	Saint-Bernard (Alto Reno)
Kabbala	Cabala
Ulrich Zwingli	Ulrico Zuínglio
Kirchberg (Elzas)	Kirchberg (Alto Reno)
Madame de Staël	Anne Louise Germaine de Staël
Zep	Philippe Chappuis
Arnold Böcklin	Arnold Böcklin
Robert Walser	Robert Walser
Blaise Cendrars	Blaise Cendrars
Benjamin Constant	Benjamin Constant (escritor)
Angelica Kauffman	Angelika Kauffmann
Robert Louis-Dreyfus	Robert Louis-Dreyfus
Tigr Tasmania	Tilacino
Celia von Bismarck	Celia von Bismarck
Raymond Kopa	Raymond Kopa
Gup	Abutre
Pesk-aour	Carassius auratus
Sderot	Sderot
Antioquia (departamant)	Antioquia (departamento)
Michael Caine	Michael Caine
Charente (stêr)	Rio Charente
Inizi Gall	Hébridas
Ar Republik	A República
Brosezadegezh	Endemismo
Sinclair Lewis	Sinclair Lewis
Mizwad	Mizwad
Al-Andalus	Al-Andalus
Gloria Macapagal-Arroyo	Gloria Macapagal-Arroyo
Dùn Dèagh	Dundee
Ambrosius Holbein	Ambrosius Holbein
Félix Vallotton	Félix Vallotton
George Gershwin	George Gershwin
Markiz Sade	Marquês de Sade
Muğla (proviñs)	Muğla (província)
Los borrachos o el triunfo de Baco	O Triunfo de Baco
Banniel Suis	Bandeira da Suíça
King's Cross	King's Cross
Wesley Sneijder	Wesley Sneijder
Michel Simon	Michel Simon
Niels Henrik Abel	Niels Henrik Abel
Scorpions	Scorpions
Lauw (Elzas)	Lauw
Banniel Angola	Bandeira de Angola
Bauhaus	Bauhaus
Noli me tangere	Noli me tangere
Arzhur	Arthur
Buzhug	Minhoca
Arzh du Azia	Urso-negro-asiático
Rideoz houarn	Cortina de Ferro
Devezh an Douar	Dia da Terra
Feulster	Violência
Whitechapel	Whitechapel
Eienenn	Nascente (hidrografia)
Kib rugbi ar bed 2007	Copa do Mundo de Rugby Union de 2007
Pi VII	Papa Pio VII
Aloïse Corbaz	Aloïse Corbaz
Gregor IX	Papa Gregório IX
Mindanao	Mindanau
Liorzherezh	Jardinagem
Taj Mahal (disheñvelout)	Taj Mahal (desambiguação)
Juno	Juno
Richard Francis Burton	Richard Francis Burton
Víctor Jara	Víctor Jara
Puebla de Zaragoza	Puebla
Lenn Tchad	Lago Chade
Heskenn	Serra (ferramenta)
Luzon	Luzon
Gnaeus Pompeius Magnus	Pompeu
Ruhnama	Ruhnama
Iğdır (proviñs)	Iğdır (província)
Aourgi	Chacal
Papiruz	Papiro
Melbourne (disheñvelout)	Melbourne (desambiguação)
Taolenn doueed Hellaz ha Roma	Interpretatio graeca
The Clash	The Clash
Urban Iañ	Papa Urbano I
Stéphane Guivarc'h	Stéphane Guivarc'h
Cuvette-Ouest	Cuvette-Ouest
Roll an impalaerien roman	Lista de imperadores romanos
Lenn Albert	Lago Alberto
Kraboterig	Trepadeira-comum
Lenn Kivu	Lago Kivu
Zucchero	Zucchero
Meeuwen-Gruitrode	Meeuwen-Gruitrode
Lek	Lek
Akko	Acre (Israel)
Saint-Martin (Antilhez)	São Martinho (França)
Guperer	Abutre-barbudo
Jakez II (Bro-Saoz)	Jaime II de Inglaterra
Kerc'heiz-noz kein du	Savacu
Konkistador	Conquistador
Wolverhampton	Wolverhampton
Lenn Van	Lago Van
Bateia	Bátia
Eisenstadt	Eisenstadt
Racing Club de Strasbourg	Racing Club de Strasbourg
Strizhadur (yezhoniezh)	Contração (gramática)
Gyps	Gyps
Marjane Satrapi	Marjane Satrapi
Hillsboro	Hillsboro
Kan broadel Aostria	Land der Berge, Land am Strome
Senlis (Oise)	Senlis (Oise)
Sacavém	Sacavém
Saiga	Saiga
Gran Torino	Gran Torino
Benead XIV	Papa Bento XIV
Brave (film, 2012)	Brave (filme)
Bartelame	Saint-Barthélemy (Morbihan)
Pennestin	Pénestin
Kütahya (proviñs)	Kütahya (província)
Antíbol	Antibes
Minerva	Minerva
Sant-Armael	Saint-Armel (Morbihan)
Mor Galile	Mar da Galileia
Diskoulm diwezhañ	Solução final
Raktres Manhattan	Projeto Manhattan
Dislonkañ	Vômito
Pearl Harbor	Pearl Harbor
Marcel L'Herbier	Marcel L'Herbier
Santez-Elen	Sainte-Hélène (Morbihan)
Logunec'h	Locminé
Gilieg	Guillac (Morbihan)
Lokfiliberzh	Saint-Philibert (Morbihan)
Morerer penn gwenn	Haliaeetus leucocephalus
Ar Sent	Le Saint
Speriañ	Fecundação
Aleksandr VII	Papa Alexandre VII
Yardımlı	Yardymli
Pleheneg	Plouhinec (Morbihan)
George III	Jorge III do Reino Unido
Frank Zappa	Frank Zappa
Sant-Varzhin-an-Oud	Saint-Martin-sur-Oust
Sikstus II	Papa Sisto II
Baden (Mor-Bihan)	Baden (Morbihan)
Ar Govelioù	Les Forges (Morbihan)
Ar Chapel-Nevez (Mor-Bihan)	La Chapelle-Neuve (Morbihan)
Sant-Inan	Saint-Aignan (Morbihan)
Reoz	Rieux (Morbihan)
Sant-Kogo	Saint-Gorgon (Morbihan)
Vitus Bering	Vitus Bering
Karozh	Caro (Morbihan)
Paelon	Frigideira
David Hamilton	David Hamilton
Gwadorged	Incesto
Tro-Park	Tour-du-Parc
An Drinded-Karnag	Trinité-sur-Mer
Brezel an Div Rozenn	Guerra das Rosas
Ploermael	Ploërmel
Pleuwigner	Pluvigner
Kistreberzh	Questembert
Sant-Yann-Brevele	Saint-Jean-Brévelay
Gwazsparfell Preden-Nevez	Accipiter princeps
Bed Nevez	Novo Mundo
Mourieg	Moréac
Beverly Hills (Kalifornia)	Beverly Hills
Santez-Anna-Wened	Sainte-Anne-d'Auray
Plouharnel	Plouharnel
Ganga divroudenn	Cortiçol-de-duas-golas
Ganga masklet	Pterocles personatus
Ganga kabellek	Pterocles coronatus
Tredion	Trédion
Paraná (stêr)	Rio Paraná
Ganga Burchell	Cortiçol-malhado
Ganga Lichtenstein	Cortiçol-pedrês
Ganga dremm zu	Pterocles decoratus
Remengol	Remungol
Lokentaz	Saint-Gildas-de-Rhuys
Izomeriezh	Isomerismo
Sant-Pêr-Kiberen	Saint-Pierre-Quiberon
Sant-Marc'hell	Saint-Marcel (Morbihan)
Ar Sorn	Sourn
Panthera	Panthera
Ganga nama	Cortiçol-de-namaqua
Pleurdud	Ploërdut
Persken	Persquen
Banniel Ukraina	Bandeira da Ucrânia
Killi	Quily
Druzoni	Gordura
Ploueg-Grifed	Pleugriffet
Sant-Jelan	Saint-Gérand
Viktor Iañ	Papa Vítor I
Berc'hed (Mor-Bihan)	Sainte-Brigitte
Mahmoud Abbas	Mahmoud Abbas
Roudoualleg	Roudouallec
Tapir	Tapirus
Regini (kumun)	Réguiny
Sant-Tudal	Saint-Tugdual
Antilhez Brasañ	Grandes Antilhas
An Drinded-Surzhur	Trinité-Surzur
Pi VI	Papa Pio VI
Pleskob	Plescop
Giorgio Vasari	Giorgio Vasari
Langroez	Vraie-Croix
Ganga jave melen	Cortiçol-de-garganta-amarela
Sant-Teve	Saint-Avé
Seglian	Séglien
Syracuse (New York)	Syracuse (Nova Iorque)
Saozon (ar Gerveur)	Sauzon
Inosant III	Papa Inocêncio III
Sine	Séné
Sant-Gravez	Saint-Gravé
Fondi	Fondi
Formia	Fórmias
Lesbos	Lesbos
Sant-Maloù-Benion	Saint-Malo-de-Beignon
Aourgi alaouret	Chacal-dourado
Sant-Nikolaz-ar-Roz	Saint-Nicolas-du-Tertre
Yonkers (New York)	Yonkers
Serrigny (Yonne)	Serrigny
Sant-Leri	Saint-Léry
Ijinour son	Engenheiro de som
Hollveliouriezh	Totalitarismo
Neant	Néant-sur-Yvel
Kingston upon Hull	Kingston upon Hull
Plaodren	Plaudren
Plougouvelen	Plougoumelen
Enepdisivouderezh	Contrarreforma
Sant-Yagu-ar-Bineg	Saint-Jacut-les-Pins
Agamemnon	Agamemnon
Pleñver	Ploemel
Pluniav	Pluméliau
Porzh-Loeiz	Port-Louis (Morbihan)
Troad (yezhoniezh)	Caso gramatical
Ar Roc'h-Bernez	Roche-Bernard
Trec'horanteg	Tréhorenteuc
Roc'h-an-Argoed	Rochefort-en-Terre
Jozef (Testamant Nevez)	São José
Pont-Skorf	Pont-Scorff
Serent	Sérent
Bateri	Bateria (instrumento musical)
Pleaol	Péaule
Ruvenieg	Réminiac
Enez Trinidad	Trinidad
Sant-Maloù-an-Teir-Feunteun	Saint-Malo-des-Trois-Fontaines
Paolieg	Peillac
Bayezid I	Bayezid I
Plañvour	Ploemeur
Sant-Aelwez	Saint-Dolay
Pluverin	Plumelin
Porzh-Karozh	Porcaro
Baod	Baud (Morbihan)
Chapel-Karozh	La Chapelle-Caro
Kiklop	Ciclope
Ar Bonoù	Bono (Morbihan)
Sant-Goneri	Saint-Gonnery
Watchmen	Watchmen
Teiz	Theix
Charles Perrault	Charles Perrault
Kewenn	Quéven
Sant-Karadeg-Tregonvael	Saint-Caradec-Trégomel
Rufieg	Ruffiac
Yalta	Ialta
Sant-Servant-an-Oud	Saint-Servant
Percey (Yonne)	Percey
Paul Edgar Philippe Martin	Paul Martin
Treal	Tréal
Evriged	Évriguet
Jean Chrétien	Jean Chrétien
Trevlean	Treffléan
Silieg	Silfiac
Kalao beg melen	Calau-de-bico-amarelo
Taos war ar gwerzh ouzhpennet	Imposto sobre o valor acrescentado
Sant-Turiav	Saint-Thuriau
Ploveren	Ploeren
Ar C'hour	Le Cours
Sant-Aleustr	Saint-Allouestre
Urraca Iañ León	Urraca I de Leão e Castela
Sarzhav	Sarzeau
John F. Nash Jr.	John Forbes Nash
Plegadeg	Pleucadeuc
Porzh-Lae	Palais
Irving Berlin	Irving Berlin
Flemmskrid	Sátira
Wehrmacht	Wehrmacht
Kiberen	Quiberon
Georges Simenon	Georges Simenon
Lare	Larré (Morbihan)
Lea (Bibl)	Lea
Nagano	Nagano (cidade)
Sant-Yann-ar-Wern	Saint-Jean-la-Poterie
Sulnieg	Sulniac
Prizieg	Priziac
Impalaerien Bizantion	Lista de imperadores bizantinos
Pluhernin	Pluherlin
Sant-Abran	Saint-Abraham
Mor Arafura	Mar de Arafura
Rianteg	Riantec
Onn	Fraxinus
Lafayette (Louisiana)	Lafayette (Luisiana)
Kelenneg	Quelneuc
Sant-Pereg	Saint-Perreux
Sant-Gwioñvarc'h	Saint-Guyomard
L'Ultima Cena (Leonardo)	A Última Ceia (Leonardo da Vinci)
An tri arzh	Cachinhos Dourados e os Três Ursos
An Drinded-Porc'hoed	Trinité-Porhoët
Talbont	Taupont
Roz-Sant-Andrev	Roc-Saint-André
Tierniezh Shang	Dinastia Shang
Sant-Visant-an-Oud	Saint-Vincent-sur-Oust
Surzhur	Surzur
Sant-Kongar	Saint-Congard
Roc'han	Rohan
Kistinid	Quistinic
Sant-Nolf	Saint-Nolff
Kilis (proviñs)	Kilis (província)
Radeneg (kumun)	Radenac
Pluveleg	Plumelec
Plunered	Pluneret
Ploue	Plouay
Douaroù Aostral hag Antarktikel Frañs	Terras Austrais e Antárticas Francesas
Rinkin gwenn	Tubarão-branco
Skilgog meur	Tetraz-grande
Persepolis	Persépolis
Paul Verhoeven	Paul Verhoeven
Serk	Carbúnculo
Kserses Iañ	Xerxes I
Verner von Heidenstam	Verner von Heidenstam
María de las Mercedes Bourbon	Mercedes, Princesa das Astúrias
Patrick White	Patrick White
Kaoued	Jaula
Hatchepsout	Hatchepsut
His Dark Materials	His Dark Materials
Edouarzh III (Bro-Saoz)	Eduardo III de Inglaterra
Niš	Niš
Yann Iañ (dug Normandi)	João de Inglaterra
Tren Tizh-ha-Tizh	TGV
Stepanakert	Stepanakert
Tekirdağ (proviñs)	Tekirdağ (província)
Tort Bulwer	Bulweria bulwerii
Sloveneg Prekmurje	Língua prekmura
Fau (lizherenn)	Ϝ
Macroscelidea	Macroscelidea
Qoppa (lizherenn)	Qoopa
Dugong	Dugongo
Tort Jouanin	Bulweria fallax
Kasenn	Corrente oceânica
Venus project	Projeto Venus
Gaillimh	Galway
Yeti	Ieti
İzmit	İzmit
Tchornobyl	Chernobil
Liñs Iberia	Lince-ibérico
Morzhed	Coxa
Konikl Nuttal	Sylvilagus nuttallii
Russell Crowe	Russell Crowe
Amélie von Leuchtenberg	Amélia de Leuchtenberg
Plaver kof melen	Petaurus australis
Frañsez Iañ (Bro-C'hall)	Francisco I de França
Emsavadeg ar Sipaied	Rebelião Indiana de 1857
Minotaoros	Minotauro
Gwereg Iañ	Waroch
Kaouenn vihan	Mocho-galego
Klemañs XI	Papa Clemente XI
Edouarzh ar C'hofesour	Eduardo, o Confessor
Menez McKinley	Monte McKinley
Menezioù Atlas	Cordilheira do Atlas
Norwich	Norwich
Roz-aer	Papoila
OE Nagorno-Karabac'h	Oblast Autónomo de Nagorno-Karabakh
Frederig II an Impalaeriezh Santel	Frederico II da Germânia
RSS Jorjia	República Socialista Soviética da Geórgia
Kalkoliteg	Idade do Cobre
Chartrez	Chartres
RSS Kirgizia	República Socialista Soviética Quirguiz
RSS Estonia	República Socialista Soviética da Estônia
Macbeth	Macbeth
Menez Athos	Monte Atos
Bartolomeu Dias	Bartolomeu Dias
Lovisa an Izelvroioù	Luísa dos Países Baixos
Banniel Benin	Bandeira do Benim
Hieronymus Bosch	Hieronymus Bosch
Manisa (proviñs)	Manisa (província)
Maniema	Maniema
Chafarinas	Ilhas Chafarinas
Kasaï-Occidental	Kasaï Ocidental
George IV	Jorge IV do Reino Unido
Bas-Congo	Congo Central
Nord-Kivu	Nord-Kivu
Borno	Borno (estado)
Impalaeriezh trevadennel an Izelvroioù	Império Colonial Holandês
Herlegon bras	Garça-branca-grande
Elesbed Iañ (Rusia)	Isabel da Rússia
Christoph Willibald Gluck	Christoph Willibald Gluck
Kim Stanley Robinson	Kim Stanley Robinson
Nozvezh an Hirgontilli	Noite das facas longas
Emglev Molotov-Ribbentrop	Pacto Molotov-Ribbentrop
Pape‘ete	Papeete
Jorj Iañ Breizh-Veur	Jorge I da Grã-Bretanha
Mari II Bro-Saoz	Maria II de Inglaterra
Atlas (mitologiezh)	Atlas (mitologia)
William IV ar Rouantelezh-Unanet	Guilherme IV do Reino Unido
Perseüs	Perseu
Franz Iañ Aostria	Francisco I da Áustria
Junichiro Koizumi	Junichiro Koizumi
Tiegezh Sforza	Casa de Sforza
Dimetrodon	Dimetrodon
Compsognatus	Compsognato
Euoplocephalus	Euoplocéfalo
Oidipous	Édipo
Lombarded	Lombardos
Archosauria	Archosauria
Falc'h	Gadanha
Kalevala	Kalevala
Toud meur	Bufo-real
Ski	Esqui
Sfiñs Gizah	Esfinge de Gizé
Fulup IV (Bro-C'hall)	Filipe IV de França
Ledenez Yucatán	Península de Iucatã
Igwanodon	Iguanodon
Ilpenn	Cerebelo
Dorida	Dórida
Nevezc'her	Neologismo
Kolmar	Colmar
Damasus Iañ	Papa Dâmaso I
Harun al-Rashid	Harun al-Rashid
Sphenodontia	Sphenodontida
Akropol Aten	Acrópole de Atenas
Herrerasaurus	Herrerassauro
Soliadouriezh	Positivismo
François Rabelais	François Rabelais
Skiantoniezh	Cientologia
Alarc'h du	Cisne-negro
Sonja Haraldsen	Sônia da Noruega
Kentañ Levr ar Rouaned	I Reis
Eklesiastes	Eclesiastes
Kib vell-droad ar bed 1954	Copa do Mundo FIFA de 1954
Yukio Hatoyama	Yukio Hatoyama
Drouiz	Druida
Valkirienn	Valquírias
C'haos	Caos (mitologia)
Troad nominativel	Caso nominativo
Oulm	Ulmeiro
Erebos	Érebo
Hebe (doueez)	Hebe
Yggdrasil	Yggdrasil
Stromboli	Stromboli
T-shirt	Camiseta
Klytaimnestra	Clitemnestra
Fabianus	Papa Fabiano
Dereadegezh politikel	Politicamente correto
Denez (pab)	Papa Dionísio
Polybios	Políbio
Imhotep	Imhotep
Vulgat	Vulgata
Kabarett	Cabaré
Laz-kanañ	Coro (música)
Constantius Chlorus	Constâncio Cloro
Tux	Tux
Nyks	Nix
Dnister	Rio Dniestre
Tin	Thymus
Mauna Kea	Mauna Kea
Slayer	Slayer
Tarawa Teinainano	Tarawa do Sul
Prosauropoda	Prosauropoda
Anna Politkovskaya	Anna Politkovskaia
Stigma (lizherenn)	Ϛ
Alexander Rybak	Alexander Rybak
Oliver Kahn	Oliver Kahn
Sevenadur ar bobl	Cultura popular
Krems	Krems an der Donau
Mor Beaufort	Mar de Beaufort
Mardin (proviñs)	Mardin (província)
Fouzhlec'h	Prostíbulo
Rakgerioù ar sistem unanennoù etrebroadel	Prefixo SI
Homs	Homs
Senatus Populusque Romanus	SPQR
Misrata	Misrata
Eyvind Johnson	Eyvind Johnson
Arras	Arras
Kastell Schönbrunn	Palácio de Schönbrunn
Amanda Peet	Amanda Peet
Sioux Falls	Sioux Falls (Dakota do Sul)
RSS Azerbaidjan	República Socialista Soviética do Azerbaijão
Yezhoù alemanek	Alemão alemânico
Chamoez	Camurça
Pandora, pried Epimeteüs	Pandora
O‘ahu	Oahu
Nishapur	Nixapur
Antigone (merc'h Oidipous)	Antígona
Katch	Luta profissional
Flemmerezh	Ironia
Aleksandr Alec'hin	Alexander Alekhine
Pachycephalosauria	Pachycephalosauria
Namib	Deserto do Namibe
Sinosaoropteriks	Sinosauropteryx
Ceratopsia	Ceratopsia
Ceratosauria	Ceratosauria
Malatya (proviñs)	Malatya (província)
Marginocephalia	Marginocephalia
Muş (proviñs)	Muş (província)
Heterodontosauridae	Heterodontosauridae
Tetanurae	Tetanurae
Cerapoda	Cerapoda
Murat II	Murad II
Gwener Willendorf	Vénus de Willendorf
Kalifad	Califado
Ambrosia	Ambrosia
Mari Stuart	Maria da Escócia
Mor Timor	Mar de Timor
Silzig	Salsicha
Sampi (lizherenn)	Ͳ
Aototrofiezh	Autotrofismo
Oaxaca de Juárez	Oaxaca de Juárez
Neon (pesk)	Néon (peixe)
Noricum	Nórica
Cúige Mumhan	Munster (Irlanda)
Comedy Central	Comedy Central
Struzh	Flora
Klemañs V	Papa Clemente V
Urzh ar vreudeur prezegerien	Ordem dos Pregadores
Hidjra	Hégira
Stegosauria	Stegosauria
Karl Adolph Gjellerup	Karl Adolph Gjellerup
Brighton	Brighton
Kapibara	Capivara
Stadoù ha tiriadoù India	Estados e territórios da Índia
Jordanes	Jordanes
Claude Simon	Claude Simon
Caterina de' Medici	Catarina de Médici
Dodekanesa	Dodecaneso
Skoed (arm)	Escudo
Fenneg	Feneco
IEEE	Instituto de Engenheiros Eletricistas e Eletrônicos
Moregan	Marmota
Feur-emglev	Tratado
Vltava	Rio Moldava
Hekate	Hécate
Urban VIII	Papa Urbano VIII
Herri V (Bro-Saoz)	Henrique V de Inglaterra
Tiramisu	Tiramisù
Selene	Selene
Klemañs XIV	Papa Clemente XIV
Ganimedes	Ganímedes
Kib vell-droad ar bed 1938	Copa do Mundo FIFA de 1938
San (lizherenn)	Ϻ
Atant	Granja
Kırklareli (proviñs)	Kırklareli (província)
Dinarzh	Dinard
Merano	Merano
Polenta	Polenta
Wiener Neustadt	Wiener Neustadt
Natal (Rio Grande do Norte)	Natal (Rio Grande do Norte)
Tiegezh Wittelsbach	Casa de Wittelsbach
Palez Nymphenburg	Palácio Nymphenburg
Hallstatt	Hallstatt (Alta Áustria)
Shkodër	Escodra
Elektra (merc'h Agamemnon)	Electra
Dilastezer	Pesticida
Akropol	Acrópole
Anatoliy Karpov	Anatoly Karpov
Tourter	Trator de esteira
Listrosaor	Lystrosaurus
Aden	Áden
Sandalenn	Sandália
Maria Theresia	Maria Teresa da Áustria
Gladveli	Plutocracia
Herlegon bihan	Egretta garzetta
Kitsch	Kitsch
Kattegat	Kattegat
Joan Baez	Joan Baez
Shogun	Xogum
Orinoko	Rio Orinoco
Seth	Seth
Skited	Citas
Manieregezh	Maneirismo
Oran	Orã
Melanerpes	Melanerpes
Liñs rous	Lynx rufus
Falc'hun moan	Esmerilhão
Pi V	Papa Pio V
Tierniezh ar Btolemeed	Dinastia ptolemaica
George II	Jorge II da Grã-Bretanha
Gouel ar Rouaned	Epifania do Senhor
Laurazia	Laurásia
Alc'hwez	Chave
Óscar Pereiro	Óscar Pereiro
Nennius	Nênio
Belouga	Baleia-branca
Leon III	Papa Leão III
Anterus	Papa Antero
Pontianus	Papa Ponciano
Universidade Federal de Minas Gerais	Universidade Federal de Minas Gerais
Jakana Afrika	Jacana-africana
Megalosauroidea	Spinosauroidea
Gouel-meur	Festival
Theravada	Teravada
Komenad kehentiñ	Protocolo (ciência da computação)
Lithocarpus	Lithocarpus
Bourges	Bourges
Black Metal	Black metal
Charlotte Augusta Kembre	Carlota de Gales
Amartya Sen	Amartya Sen
Kib vell-droad ar bed 1950	Copa do Mundo FIFA de 1950
Kib vell-droad ar bed 1990	Copa do Mundo FIFA de 1990
Kib vell-droad ar bed 1958	Copa do Mundo FIFA de 1958
Diana (doueez)	Diana (mitologia)
Herri II (Bro-C'hall)	Henrique II de França
Frañsez II (Bro-C'hall)	Francisco II de França
De jure	De jure
Mykenai	Micenas
Emgann ar Somme	Batalha do Somme
Impala	Impala
Adaoz	Reciclagem
Pan (doue)	Pã
Ki gouez Azia	Cão-selvagem-asiático
Camilo José Cela	Camilo José Cela
Oferenn	Missa
Naomi Watts	Naomi Watts
Koumin	Cominho
Reduncinae	Reduncinae
Mersin (proviñs)	Mersin (província)
Baktria	Báctria
Kib vell-droad ar bed 1970	Copa do Mundo FIFA de 1970
Bugerc'heiz	Garça-vaqueira
Pau	Pau (Pirenéus Atlânticos)
Mamoudzou	Mamoudzou
Modest Mousorgskiy	Modest Mussorgsky
Pseudalopex	Pseudalopex
Gregor XV	Papa Gregório XV
Harry Martinson	Harry Martinson
Derek Walcott	Derek Walcott
Inosant XII	Papa Inocêncio XII
Paol V	Papa Paulo V
Leon XI	Papa Leão XI
Frans Eemil Sillanpää	Frans Eemil Sillanpää
Gwinizh-du	Trigo sarraceno
Alberto Contador	Alberto Contador
Pelleiler	Fax
Hewlêr	Arbil
Boureverezh	Tortura
Mirdi ar Peniti	Hermitage
Anastasius II	Papa Anastácio II
Biarritz	Biarritz
Lucius Iañ	Papa Lúcio I
Mark (pab)	Papa Marcos
Albi	Albi (França)
Pleg-mor California	Golfo da Califórnia
Douala	Duala
Adrian IV	Papa Adriano IV
Sant-Herve	Saint-Hervé
RSS Armenia	República Socialista Soviética da Armênia
Mor Greunland	Mar da Gronelândia
Olympique de Marseille	Olympique de Marseille
Skouêg	Callionymus lyra
Aceros	Aceros
Vyatcheslav Molotov	Viatcheslav Molotov
Basileuterus	Basileuterus
Balum askellek	Baleia-jubarte
Paracheirodon	Paracheirodon
Anthracoceros	Anthracoceros
Dryocopus	Dryocopus
Campephilus	Campephilus
Kañval Baktria	Camelo-bactriano
Afrika issahara	África subsariana
Caenogastropoda	Caenogastropoda
Chota Rustaveli	Shota Rustaveli
Denheñvelegezh	Antropomorfismo
Alemanned	Alamanos
Florianópolis	Florianópolis
Paol III	Papa Paulo III
Nycticorax	Nycticorax
Olifant Azia	Elefante-asiático
Gro Harlem Brundtland	Gro Harlem Brundtland
Sauropodomorpha	Sauropodomorpha
Banniel Kroatia	Bandeira da Croácia
Banniel Luksembourg	Bandeira do Luxemburgo
Richarzh III (Bro-Saoz)	Ricardo III de Inglaterra
Shmuel Yosef Agnon	Shmuel Yosef Agnon
Urban V	Papa Urbano V
Willem Barentsz	Willem Barents
Gregor VII	Papa Gregório VII
Marelladur (arz)	Mosaico
Bourg-en-Bresse	Bourg-en-Bresse
Dunedin (Zeland-Nevez)	Dunedin
Canirallus	Canirallus
Inosant XIII	Papa Inocêncio XIII
Gar	Perna
Klemañs XII	Papa Clemente XII
Hamilton (Ontario)	Hamilton (Ontário)
Şanlıurfa	Şanlıurfa
Klemañs XIII	Papa Clemente XIII
Kumun Pariz	Comuna de Paris
Loki	Loki
Trevadenn	Colónia
Priz Pritzker	Prémio Pritzker
Orhan Gazi	Orhan I
Kazh godellek rousruz	Dasyurus spartacus
Rakoungi	Cão-guaxinim
Pika Kozlov	Ochotona koslowi
Squash	Squash
Kein	Costas
Fakelienn	Phacelia
Luimneach	Limerick
Marat Safin	Marat Safin
Balaenoptera	Balaenoptera
Solon	Sólon
Harz	Fronteira
Sikstus V	Papa Sisto V
Republik Soviedel Ukraina	República Socialista Soviética da Ucrânia
Charlez VII (Bro-C'hall)	Carlos VII de França
Oposom Kalinowski	Hyladelphys kalinowskii
Kneset	Knesset
Traoñienn ar Rouaned	Vale dos Reis
Rabin	Rabino
Lizher	Carta
Thalasseus	Thalasseus
Karolingidi	Dinastia carolíngia
Odawaeg	Língua ottawa
Martinus Teurgn	Martinho de Tours
Stlaper-kantoù	Discóbolo
Karbonifer	Carbonífero
Pantanal (loen)	Leopardus braccatus
Zonhoven	Zonhoven
Skritur chamoukek	Shahmukhi
Soire	Issoire
Ospitalepea	L'Hôpital-Saint-Blaise
Surikat	Suricata suricatta
Deiziadur sinaat	Calendário chinês
Liñvadenn Veur	Dilúvio (mitologia)
I (kirillek)	І
Merapi	Merapi
Namur	Namur
Knut II Danmark	Canuto II da Dinamarca
Pop Art	Pop art
Amazonezed	Amazonas (mitologia)
José de San Martín	José de San Martín
Oscar Niemeyer	Oscar Niemeyer
Herrerasauridae	Herrerasauridae
Kırşehir (proviñs)	Kırşehir (província)
Iguanodontia	Iguanodontia
Kib vell-droad ar bed 1966	Copa do Mundo FIFA de 1966
Broust-dent	Escova de dentes
Jonas Brothers	Jonas Brothers
Gwrizienn garrez	Raiz quadrada
Banniel Burkina Faso	Bandeira de Burkina Faso
Loeiz VII (Bro-C'hall)	Luís VII de França
Tennessee Williams	Tennessee Williams
Helios	Hélio (mitologia)
Tars	Tarso
Mersin	Mersin
Lazhadeg Katyn	Massacre de Katyn
Poltred	Retrato
Charlez IX (Bro-C'hall)	Carlos IX de França
Barbared	Bárbaros
Adstagenn	Adposição
Urban VII	Papa Urbano VII
Angoulême	Angoulême
Sadorn (doue)	Saturno (mitologia)
Proviñsoù an Izelvroioù	Províncias dos Países Baixos
Sinop (proviñs)	Sinop (província)
Kreizenn nukleel	Central nuclear
Charlez VIII (Bro-C'hall)	Carlos VIII de França
Yukio Mishima	Yukio Mishima
Flavius Josephus	Flávio Josefo
Edward Moore Kennedy	Ted Kennedy
Treuzlizherennadur	Transliteração
Gouriz	Cinto
