Afrika	África
Vistula (mto)	Rio Vístula
Champs-Élysées	Champs-Élysées
Meno	Dente
Hidrojeni	Hidrogénio
Patti Smith	Patti Smith
Heli	Hélio
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Lithi	Lítio
Berili	Berílio
Kitabu	Livro
Siku	Dia
Timor ya Mashariki	Timor-Leste
Usiku	Noite
Mwaka	Ano
Karne	Século
Villeurbanne	Villeurbanne
Mont Blanc	Monte Branco
Rhine	Reno
Oslo	Oslo
Bonn	Bona
Shimo jeusi	Buraco negro
Luís de Camões	Luís de Camões
1 Ceres	Ceres (planeta anão)
Lisbon	Lisboa
Ichiro Suzuki	Ichiro Suzuki
Mto Rhône	Rio Ródano
Makemake	Makemake
Kateri Tekakwitha	Kateri Tekakwitha
Eris (sayari kibete)	Éris (planeta anão)
Dubai	Dubai
Lionel Messi	Lionel Messi
Padova	Pádua
Boroni	Boro
Nicolaus Copernicus	Nicolau Copérnico
Versailles	Versalhes
Ludwigsburg	Ludwigsburgo
Kaboni	Carbono
Volga (mto)	Rio Volga
Nitrojeni	Azoto
Bergamo	Bérgamo
Oksijeni	Oxigénio
Internazionale Milano	Football Club Internazionale Milano
Sayari	Planeta
Kleopatra	Cleópatra
Muziki	Música
Venezia	Veneza
Po (mto)	Rio Pó
Kipimajoto	Termômetro
Rennes	Rennes
Lille	Lille
Moscow	Moscovo
Florini	Flúor
Kiitalia	Língua italiana
Neoni	Néon
Chihuahua (jimbo)	Chihuahua
Sankt Peterburg	São Petersburgo
Chad	Chade
Natiri	Sódio
Kaskazini	Norte
Magnesi	Magnésio
Alumini	Alumínio
New Zealand	Nova Zelândia
Kusini	Sul
Uhindi	Índia
Silikoni	Silício
Fransi	Frâncio
Tuvalu	Tuvalu
Posferi	Fósforo
André-Marie Ampère	André-Marie Ampère
Nathari	Prosa
Chuma	Ferro
Tonga	Tonga
Magharibi	Oeste
Sulfuri	Enxofre
Samoa	Samoa
Mashariki	Leste
Visiwa vya Solomon	Ilhas Salomão
Vanuatu	Vanuatu
Molière	Molière
Chlorini	Cloro
Delft	Delft
Papua Guinea Mpya	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Ngano (hadithi)	Fábula
Zuid-Holland	Holanda do Sul
Palau	Palau
Arigoni	Árgon
Nauru	Nauru
Noord-Holland	Holanda do Norte
Shirikisho la Mikronesia	Estados Federados da Micronésia
Kali	Potássio
Zeeland	Zelândia (Países Baixos)
Kalisi	Cálcio
Flevoland	Flevolândia
Risasi (metali)	Chumbo
Visiwa vya Marshall	Ilhas Marshall
Kiribati	Kiribati
Mongolia	Mongólia
Fiji	Fiji
Skandi	Escândio
Stevie Wonder	Stevie Wonder
Heilbronn	Heilbronn
Titani	Titânio
Venezuela	Venezuela
Sataranji	Xadrez
Chingis Khan	Gengis Khan
Vanadi	Vanádio
Maine	Maine
Chromi	Crômio
Farasi	Equus ferus caballus
Amsterdam	Amesterdão
Silaha	Arma
Mnyama	Animalia
Surinam	Suriname
Manganisi	Manganês
Paraguay	Paraguai
Guyana	Guiana
Usanii	Arte
Ekuador	Equador
Reni	Rênio
Kolombia	Colômbia
Kobalti	Cobalto
Wolframi	Tungstênio
Nikeli	Níquel
Ubuddha	Budismo
Groningen	Groninga
Bolivia	Bolívia
Mkoa wa Groningen	Groninga (província)
Shaba	Cobre
Trinidad na Tobago	Trinidad e Tobago
Mmea	Plantae
Saint Vincent na Grenadini	São Vicente e Granadinas
Zinki	Zinco
New Hampshire	Nova Hampshire
Saint Lucia	Santa Lúcia
Leonardo da Vinci	Leonardo da Vinci
Saint Kitts na Nevis	São Cristóvão e Nevis
Kuvu	Fungi
Dario Fo	Dario Fo
Jamaika	Jamaica
Grenada	Granada (país)
Friesland	Frísia (província)
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overissel
Guatemala	Guatemala
Gelderland	Guéldria
Mkoa wa Utrecht	Utrecht (província)
Bahamas	Bahamas
Connecticut	Connecticut
Kuku	Gallus gallus domesticus
Antigua na Barbuda	Antígua e Barbuda
Hawaii	Havaí
Honduras	Honduras
Dominica	Dominica
Jersey	Jersey
Jamhuri ya Dominika	República Dominicana
Nguruwe-kaya	Sus domesticus
Bahari ya Aktiki	Oceano Ártico
Haiti	Haiti
El Salvador	El Salvador
Zwolle	Zwolle
Uajemi	Irão
Iraq	Iraque
Alaska	Alasca
Assen	Assen
Hekima	Sapiência
Kosta Rika	Costa Rica
Israel	Israel
Utrecht	Utrecht
Panama	Panamá
Yemen	Iémen
Virusi	Vírus
Kipoland	Língua polaca
Yordani	Jordânia
Nikaragua	Nicarágua
Florida	Flórida
Kirgizia	Quirguistão
Arizona	Arizona
Kuwait	Kuwait
Laos	Laos
Lebanoni	Líbano
Oregon	Oregon
Maldivi	Maldivas
Amerika	América
Utah	Utah
Ng'ombe	Bos taurus
Malaysia	Malásia
Valais	Valais (cantão)
Myanmar	Myanmar
Nepal	Nepal
Andrei Rublev	Andrei Rublev
Omani	Omã
Pakistan	Paquistão
James Bond	James Bond
Qatar	Catar
Saudia	Arábia Saudita
Sri Lanka	Sri Lanka
Josef Stalin	Josef Stalin
Syria	Síria
Plato	Platão
Gali	Gálio
Joseph Brodsky	Joseph Brodsky
Tajikistan	Tajiquistão
Jamhuri ya China	República da China
YouTube	YouTube
Gerimani	Germânio
Aristoteli	Aristóteles
Uthai	Tailândia
Treni	Trem
Asenia	Arsênio
Redio	Rádio (telecomunicações)
Turkmenistan	Turquemenistão
Seleni	Selênio
Iridi	Irídio
Falme za Kiarabu	Emirados Árabes Unidos
Bromi	Bromo
Platini	Platina
Vietnam	Vietname
Charlie Chaplin	Charlie Chaplin
Korea Kusini	Coreia do Sul
The Simpsons	Os Simpsons
Kriptoni	Crípton
Afghanistan	Afeganistão
J.R.R. Tolkien	J. R. R. Tolkien
Rubidi	Rubídio
Dhahabu	Ouro
Mfereji wa Suez	Canal de Suez
Bangladesh	Bangladesh
Franz Kafka	Franz Kafka
Chelyabinsk	Cheliabinsk
Jorge Luis Borges	Jorge Luis Borges
Mali	Mali
Sokrates	Sócrates
Angola	Angola
Bhutan	Butão
Brunei	Brunei
Tanzania	Tanzânia
Zebaki	Mercúrio (elemento químico)
Roald Amundsen	Roald Amundsen
Ufilipino	Filipinas
Jamhuri ya Afrika ya Kati	República Centro-Africana
Tali	Tálio
Ncha ya kusini	Polo Sul
Ncha ya kaskazini	Polo Norte
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronti	Estrôncio
Ytri	Ítrio
Bismuthi	Bismuto
Togo	Togo
Tunisia	Tunísia
John Bardeen	John Bardeen
Zambia	Zâmbia
Zimbabwe	Zimbabwe
Beijing	Pequim
Sudan Kusini	Sudão do Sul
Benin	Benim
Botswana	Botswana
Burkina Faso	Burkina Faso
Burundi	Burundi
Komori	Comores
Jamhuri ya Kongo	República do Congo
Alkmaar	Alkmaar
Jamhuri ya Kidemokrasia ya Kongo	República Democrática do Congo
San Antonio, Texas	San Antonio
Jibuti	Djibouti
Poloni	Polônio
Bavaria	Baviera
Guinea ya Ikweta	Guiné Equatorial
Baden-Württemberg	Baden-Württemberg
Eritrea	Eritreia
New Delhi	Nova Deli
Papa Yohane Paulo II	Papa João Paulo II
Fyodor Dostoyevski	Fiódor Dostoiévski
Amersfoort	Amersfoort
Tbilisi	Tbilisi
Astatini	Ástato
Gabon	Gabão
Mohandas Karamchand Gandhi	Mahatma Gandhi
Solidarity	Solidarność
Kibonzo	Banda desenhada
Gambia	Gâmbia
Guinea	Guiné
Guinea Bisau	Guiné-Bissau
Cote d'Ivoire	Costa do Marfim
Kamerun	Camarões
Cabo Verde	Cabo Verde
Lesotho	Lesoto
Liberia	Libéria
Libya	Líbia
Aachen	Aquisgrano
Madagaska	Madagáscar
Malawi	Malawi
Stuttgart	Estugarda
Mauritania	Mauritânia
Morisi	Maurícia
Moroko	Marrocos
Msumbiji	Moçambique
Namibia	Namíbia
Niger	Níger
Nigeria	Nigéria
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Ruanda
Zirikoni	Zircônio
Sao Tome na Principe	São Tomé e Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Shelisheli	Seicheles
Carl Linnaeus	Carolus Linnaeus
Sierra Leone	Serra Leoa
Somalia	Somália
Niobi	Nióbio
Jawaharlal Nehru	Jawaharlal Nehru
Julius Caesar	Júlio César
Sudan	Sudão
Uswazi	Suazilândia
Molibdeni	Molibdênio
Tekineti	Tecnécio
Hamburg	Hamburgo
Gujarat	Gujarate
Ziwa Ontario	Lago Ontário
Mageuko ya spishi	Evolução
Umoja wa Mataifa	Organização das Nações Unidas
Ziwa Superior	Lago Superior
Dante Alighieri	Dante Alighieri
Jiolojia	Geologia
Jiografia	Geografia
Moyo	Coração
Ubongo	Cérebro
Ngozi	Pele
Rangi	Cor
Salerno	Salerno
Nomino	Substantivo
Praha	Praga
Rutheni	Rutênio
Rodi	Ródio
Buluu	Azul
Paladi	Paládio
Agenti (fedha)	Prata
Cadimi	Cádmio
Limburg, Uholanzi	Limburgo (Países Baixos)
Indi	Índio (elemento químico)
Stani	Estanho
Urani	Urânio
Stibi	Antimônio
Teluri	Telúrio
Noord-Brabant	Brabante do Norte
Plutoni	Plutónio
Iodini	Iodo
Neptuni (elementi)	Neptúnio
Xenoni	Xenônio
Anime	Anime
Caesi	Césio
Chaji ya umeme	Carga elétrica
Bari	Bário
Hafni	Háfnio
Tantali	Tântalo (elemento químico)
Bill Clinton	Bill Clinton
Radi (elementi)	Rádio (elemento químico)
Iserlohn	Iserlohn
Radoni	Rádon
Lorraine	Lorena (França)
Alsace	Alsácia
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Auvergne	Auvérnia
Mumbai	Bombaim
Andhra Pradesh	Andra Pradexe
Arunachal Pradesh	Arunachal Pradesh
Assam	Assam
Bihar	Bihar
Michigan	Michigan
Chhattisgarh	Chhattisgarh
Ziwa Michigan	Lago Michigan
Goa	Goa
Bourgogne	Borgonha
Haryana	Haryana
Himachal Pradesh	Himachal Pradesh
Aquitaine	Aquitânia
Puerto Rico	Porto Rico
Jharkhand	Jharkhand
Karnataka	Karnataka
Kerala	Querala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Limousin	Limusino
Maharashtra	Maharashtra
Manipur	Manipur
Schleswig-Holstein	Schleswig-Holstein
Meghalaya	Meghalaya
Mecklenburg-Pomerini Magharibi	Mecklemburgo-Pomerânia Ocidental
Saksonia Chini	Baixa Saxônia
Rhine Kaskazini-Westfalia	Renânia do Norte-Vestfália
Hesse	Hesse
Rhine-Palatino	Renânia-Palatinado
Saar	Sarre
Saksonia	Saxônia
John Lennon	John Lennon
Illinois	Illinois
Thuringia	Turíngia
Saksonia-Anhalt	Saxônia-Anhalt
North Dakota	Dakota do Norte
Brandenburg	Brandemburgo
Lombardia	Lombardia
South Dakota	Dakota do Sul
Montana	Montana
Wyoming	Wyoming
Piemonte	Piemonte
Yerusalemu	Jerusalém
Idaho	Idaho
Valle d'Aosta	Vale de Aosta
Washington	Washington
Bruce Springsteen	Bruce Springsteen
Rutherfordi	Rutherfórdio
Nevada	Nevada
Trentino-Alto Adige	Trentino-Alto Ádige
Bahari ya Hindi	Oceano Índico
Veneto	Vêneto
Kosovo	Kosovo
Bahari ya Karibi	Mar do Caribe
Bohri	Bóhrio
Friuli-Venezia Giulia	Friul-Veneza Júlia
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Ligúria
Boutros Boutros-Ghali	Boutros Boutros-Ghali
Colorado	Colorado
Emilia-Romagna	Emília-Romanha
Mto Colorado	Rio Colorado
Darmstadti	Darmstácio
Frédéric Chopin	Frédéric Chopin
Roentgeni	Roentgênio
Toscana	Toscana
Ununbi	Copernício
Marche	Marcas
Umbria	Úmbria
Jamii:Jamii Kuu	Categoria:Conteúdo
Lazio	Lácio
Abruzzo	Abruzos
Alpi	Alpes
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Bron	Bron
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Ununheksi	Livermório
Ununsepti	Ununséptio
Como	Como
Maastricht	Maastricht
Arnhem	Arnhem
Kipindi cha Kiangazi	Verão
Sikusare	Equinócio
Saddam Hussein	Saddam Hussein
Osama bin Laden	Osama bin Laden
Kihispania	Língua castelhana
Montevideo	Montevidéu
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh, Pennsylvania	Pittsburgh
Opera	Ópera
Philadelphia, Pennsylvania	Filadélfia
Kolkata	Calcutá
Chennai	Chennai
Delhi	Deli
Dhaka	Daca
Bangalore	Bangalore
West Bengal	Bengala Ocidental
Buibui (Arithropodi)	Aranha
Arakinida	Aracnídeos
Arithropodi	Artrópode
Hyderabad	Hyderabad (Andhra Pradesh)
Islamabad	Islamabad
Tripura	Tripura
Tunda	Fruto
Kima	Macaco
Pesa	Dinheiro
Virginia	Virgínia
West Virginia	Virgínia Ocidental
Ziwa Huron	Lago Huron
New York (jimbo)	Nova Iorque (estado)
Seri	Cério
Rhode Island	Rhode Island
Wadudu	Insetos
Maryland	Maryland
Delaware	Delaware
Vladimir Lenin	Lenin
Ohio	Ohio
Vergilio	Virgílio
Niccolo Machiavelli	Nicolau Maquiavel
Pennsylvania	Pensilvânia
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Augusto	Augusto
Tiberius	Tibério
New Jersey	Nova Jérsia
Kaisari Kaligula	Calígula
Gibraltar	Gibraltar
Kaisari Klaudio	Cláudio
Kifini	Língua finlandesa
Kaisari Nero	Nero
Galba	Galba
Indiana	Indiana
Kaizari Otho	Otão
Vitellius	Vitélio
Vespasian	Vespasiano
Motokaa	Automóvel
Kaizari Titus	Tito (imperador)
Domitian	Domiciano
Kaizari Nerva	Nerva
Kaizari Traian	Trajano
Roger Federer	Roger Federer
Kaizari Hadrian	Adriano
Georgia (jimbo)	Geórgia (Estados Unidos)
Antoninus Pius	Antonino Pio
Marcus Aurelius	Marco Aurélio
Commodus	Cómodo
Zagreb	Zagreb
Pertinax	Pertinax
Rajasthan	Rajastão
Campania	Campânia
Texas	Texas
Didius Julianus	Dídio Juliano
Septimius Severus	Septímio Severo
Molise	Molise
Tamil Nadu	Tamil Nadu
Caracalla	Caracala
Puglia	Apúlia
Genova	Génova
Basilicata	Basilicata
North Carolina	Carolina do Norte
South Carolina	Carolina do Sul
Calabria	Calábria
Sisilia	Sicília
Manila	Manila
Sardinia	Sardenha
Mto Loire	Rio Loire
Mto Seine	Sena
Le Mans	Le Mans
Bordeaux	Bordéus
Corazon Aquino	Corazón Aquino
Buenos Aires	Buenos Aires
Mexico (mji)	Cidade do México
Tokyo	Tóquio
La Paz	La Paz
Barcelona	Barcelona
Mississippi	Mississippi
Ferdinand Magellan	Fernão de Magalhães
Mto Mississippi	Rio Mississippi
Uttar Pradesh	Uttar Pradesh
Uttarakhand	Uttarakhand
José Rizal	José Rizal
Mizoram	Mizoram
Sikkim	Siquim
Patagonia	Patagónia
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Nagpur	Nagpur
Abidjan	Abidjã
Abu Dhabi	Abu Dhabi
Astana	Astana
New Mexico	Novo México
Athens	Atenas
Minnesota	Minnesota
Baghdad	Bagdá
Caracas	Caracas
Muda sanifu wa dunia	Tempo Universal Coordenado
Wisconsin	Wisconsin
Pune	Pune
Iowa	Iowa
Nebraska	Nebraska
Guatemala City	Cidade da Guatemala
Kansas	Kansas
Havana	Havana
Tumbaku	Tabaco
Kihindi	Língua hindi
Missouri	Missouri
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Édith Piaf	Édith Piaf
Osijek	Osijek
Elbe	Rio Elba
Rijeka	Rijeka
Oklahoma	Oklahoma
Danubi (mto)	Rio Danúbio
David Rudisha	David Rudisha
Split	Split
Ezekiel Kemboi	Ezekiel Kemboi
Bahari ya Kaskazini	Mar do Norte
Skagerak	Skagerrak
Moscow Oblast	Oblast de Moscou
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hanôver
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Dubrovnik	Dubrovnik
Saarbrücken	Saarbrücken
München	Munique
Samara Oblast	Oblast de Samara
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburgo
Innsbruck	Innsbruck
Bregenz	Bregenz
Vienna	Viena
Kopenhagen	Copenhaga
Kaliningrad Oblast	Oblast de Kaliningrado
Kaizari Macrinus	Macrino
Stockholm	Estocolmo
Helsinki	Helsínquia
Murmansk Oblast	Oblast de Murmansk
Dublin	Dublin
Elagabalus	Heliogábalo
Reykjavík	Reykjavík
Ella Fitzgerald	Ella Fitzgerald
Alexander Severus	Alexandre Severo
Tallinn	Tallinn
Riga	Riga
Jamhuri ya Watu wa Zanzibar	Zanzibar
Maximinus Thrax	Maximino Trácio
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Budapest	Budapeste
Gordian I	Gordiano I
Frankfurt am Main	Frankfurt am Main
Pupienus	Pupieno
Gordian II	Gordiano II
Balbinus	Balbino
Kizio astronomia	Unidade astronômica
Gordian III	Gordiano III
Philippus Mwarabu	Filipe, o Árabe
Kaizari Decius	Décio
Luxemburg (mji)	Luxemburgo (cidade)
Disprosi	Disprósio
Vaduz	Vaduz
Biblia ya Kikristo	Bíblia
Phnom Penh	Phnom Penh
Mji wa Ho Chi Minh	Cidade de Ho Chi Minh
Hanoi	Hanói
True Jesus Church	Verdadeira Igreja de Jesus
Kiingereza	Língua inglesa
Bangkok	Banguecoque
Andorra la Vella	Andorra-a-Velha
Kuala Lumpur	Kuala Lumpur
Taipei	Taipé
Arkhangelsk Oblast	Oblast de Arkhangelsk
Curi	Cúrio
Dong Hoi	Dong Hoi
Concepción, Chile	Concepción (Chile)
Düren	Düren
Diplomasia	Diplomacia
Bologna	Bolonha
Cagliari	Cagliari
Kiev	Kiev
Catania	Catânia
Ontario	Ontário
Patrice Evra	Patrice Evra
Samir Nasri	Samir Nasri
Blaise Matuidi	Blaise Matuidi
Ottawa	Ottawa
Nicolas Anelka	Nicolas Anelka
Juba, Sudan	Juba (Sudão do Sul)
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nova Escócia
Yerevan	Erevan
Końskowola	Końskowola
Dar es Salaam	Dar es Salaam
Khartoum	Cartum
New Brunswick	Nova Brunswick
British Kolumbia	Colúmbia Britânica
Prince Edward Island	Ilha do Príncipe Eduardo
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
Masashi Kishimoto	Masashi Kishimoto
2011	2011
2010	2010
2009	2009
Dioksidi kabonia	Dióxido de carbono
2013	2013
2014	2014
2015	2015
Newfoundland and Labrador	Terra Nova e Labrador
2008	2008
Northwest Territories	Territórios do Noroeste
Yukon	Yukon
2004	2004
Vologda Oblast	Oblast de Vologda
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
Iqaluit	Iqaluit
1900	1900
1901	1901
Charles de Gaulle	Charles de Gaulle
1902	1902
Firenze	Florença
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
St. John's, Newfoundland and Labrador	St. John's
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
1999	1999
1917	1917
1918	1918
Chakula	Alimento
Edmonton	Edmonton
Duisburg	Duisburgo
Nyoka	Serpente
Bochum	Bochum
Wuppertal	Wuppertal
Mkoa wa Arica na Parinacota	Arica e Parinacota (região)
Kasi ya nuru	Velocidade da luz
Bielefeld	Bielefeld
Mkoa wa Tarapacá	Tarapacá (região)
Mannheim	Mannheim
Mkoa wa Atacama	Atacama (região)
