Afrika	África
Albania	Albânia
Kalaallit Nunaat	Gronelândia
Kroatia	Croácia
Bosnia-Hercegovina	Bósnia e Herzegovina
Nuuk	Nuuk
Aserbajdsjan	Azerbaijão
Andorra	Andorra
Cyperni	Chipre
Georgia	Geórgia
Kasakhstani	Cazaquistão
Malta	Malta
Monaco	Mónaco
Montenegro	Montenegro
Vatikani	Vaticano
San Marino	San Marino
Bruxelles	Cidade de Bruxelas
Indonesia	Indonésia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Tyrkiskisut	Língua turca
Poznań	Poznań
Warszawa	Varsóvia
Eurovision Song Contest	Festival Eurovisão da Canção
Islandimiusut	Língua islandesa
Claude Monet	Claude Monet
Diego Velázquez	Diego Velázquez
Chile	Chile
El Greco	El Greco
Jiisusi-Kristus	Jesus
Oqaluttuarisaaneq	História
Oqaatsit	Linguagem
Galaxy	Galáxia
Ulloriarsiorneq	Astronomia
Singapore	Singapura
Montréal	Montreal
Liechtensteini	Liechtenstein
Timersorneq	Desporto
Szczecin	Estetino
Matematikki	Matemática
Latiinerisut	Língua latina
Bahrain	Bahrein
Serbia	Sérvia
Qaammat	Lua
Istanbul	Istambul
Australia	Austrália
Uumaatsulerineq	Física
Argentina	Argentina
Peru	Peru
Uumassusililerineq	Biologia
Korea Avannarleq	Coreia do Norte
Islam	Islão
Lech Wałęsa	Lech Wałęsa
Lyon	Lyon
EU	União Europeia
Sofia	Sófia
Mount Everest	Monte Everest
Oceania	Oceania
Wikimedia Commons	Wikimedia Commons
Łódź	Łódź
Oslo	Oslo
Katowice	Katowice
Dubai	Dubai
Lionel Messi	Lionel Messi
Nipilersorneq	Música
Rennes	Rennes
Lille	Lille
Moskva	Moscovo
Sankt Petersborg	São Petersburgo
New Zealand	Nova Zelândia
India	Índia
Mongolia	Mongólia
Venezuela	Venezuela
Suriname	Suriname
Paraguay	Paraguai
Guyana	Guiana
Eqqumiitsuliorneq	Arte
Ecuador	Equador
Colombia	Colômbia
Bolivia	Bolívia
Naasut	Plantae
Białystok	Białystok
Leonardo da Vinci	Leonardo da Vinci
Iran	Irão
Iraq	Iraque
Israel	Israel
Yemen	Iémen
Polenimiutut	Língua polaca
Jordan	Jordânia
Kuwait	Kuwait
Lebanon	Líbano
Amerika	América
Nepal	Nepal
Oman	Omã
Pakistan	Paquistão
Qatar	Catar
Saudi Arabia	Arábia Saudita
Syria	Síria
Thailandi	Tailândia
United Arab Emirates	Emirados Árabes Unidos
Vietnam	Vietname
Novosibirsk	Novosibirsk
Korea Kujalleq	Coreia do Sul
Jekaterinburg	Ecaterimburgo
Afghanistan	Afeganistão
Nizjnij Novgorod	Níjni Novgorod
Samara	Samara (Rússia)
Kuulti	Ouro
Omsk	Omsk
Kazan	Cazã
Bangladesh	Bangladesh
Tjeljabinsk	Cheliabinsk
Rostov ved Don	Rostov do Don
Ufa	Ufa
Volgograd	Volgogrado
Perm	Perm
Tanzania	Tanzânia
Philippines	Filipinas
Isaac Newton	Isaac Newton
Beijing	Pequim
New Delhi	Nova Deli
Tbilisi	Tbilisi
Libya	Líbia
Madagascar	Madagáscar
Uganda	Uganda
FN	Organização das Nações Unidas
Nunarsualerineq	Geologia
Ahmedabad	Ahmedabad
Nunalerineq	Geografia
Praha	Praga
Mumbai	Bombaim
Jerusalem	Jerusalém
Kosovo	Kosovo
Grenoble	Grenoble
Chicago	Chicago
Spanskisut	Língua castelhana
Montevideo	Montevidéu
Kolkata	Calcutá
Chennai	Chennai
Delhi	Deli
Dhaka	Daca
Bangalore	Bangalore
Hyderabad (India)	Hyderabad (Andhra Pradesh)
Islamabad	Islamabad
Aapakaaq	Macaco
Uetersen	Uetersen
Finlandimiutut	Língua finlandesa
Le Mans	Le Mans
Bordeaux	Bordéus
Buenos Aires	Buenos Aires
Mexico City	Cidade do México
Tokyo	Tóquio
La Paz (Bolivia)	La Paz
Patagonien	Patagónia
Abu Dhabi	Abu Dhabi
Baghdad	Bagdá
Caracas	Caracas
Pune	Pune
Hindimiutut	Língua hindi
Urdumiutut	Língua urdu
Wien	Viena
København	Copenhaga
Stockholm	Estocolmo
Helsinki	Helsínquia
Murmansk	Murmansk
Reykjavík	Reykjavík
Tallinn	Tallinn
Riga	Riga
Zanzibar	Zanzibar
Gdańsk	Gdańsk
Wrocław	Breslávia
Kaarasjoki	Karasjok
Luxembourg (illoqarfik)	Luxemburgo (cidade)
Biibili	Bíblia
Ho Chi Minh Illoqarfik	Cidade de Ho Chi Minh
Hanoi	Hanói
Jesusip Ilumiortup Ilagiissai	Verdadeira Igreja de Jesus
Tuluttut	Língua inglesa
Bangkok	Banguecoque
Andorra la Vella	Andorra-a-Velha
Odessa	Odessa
Đồng Hới	Dong Hoi
Concepcion, Chile	Concepción (Chile)
Kyiv	Kiev
Ontario	Ontário
Ottawa	Ottawa
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nova Escócia
Dar es Salaam	Dar es Salaam
Nouveau-Brunswick	Nova Brunswick
Britisk Columbia	Colúmbia Britânica
Prince Edward Island	Ilha do Príncipe Eduardo
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
Newfoundland aamma Labrador	Terra Nova e Labrador
Northwest Territories	Territórios do Noroeste
Yukon	Yukon
Nunavut	Nunavut
Iqaluit	Iqaluit
Whitehorse (Canada)	Whitehorse (Yukon)
Yellowknife	Yellowknife
St. John's (Newfoundland aamma Labrador)	St. John's
Edmonton (Canada)	Edmonton
Regina (Canada)	Regina (Saskatchewan)
Charlottetown (Canada)	Charlottetown
Victoria (Canada)	Victoria (Colúmbia Britânica)
Winnipeg	Winnipeg
Fredericton	Fredericton
Halifax (Canada)	Halifax
Québec (illoqarfik)	Quebec (cidade)
Jannuaari 1	1 de janeiro
Jannuaari 2	2 de janeiro
Jannuaari 3	3 de janeiro
Lund	Lund (Suécia)
Jannuaari 4	4 de janeiro
Jannuaari 5	5 de janeiro
Arica	Arica
Malmö	Malmö
Jannuaari 6	6 de janeiro
Jannuaari 7	7 de janeiro
Jannuaari 8	8 de janeiro
Jannuaari 9	9 de janeiro
Jannuaari 10	10 de janeiro
Jannuaari 11	11 de janeiro
Jannuaari 12	12 de janeiro
Jannuaari 13	13 de janeiro
Jannuaari 14	14 de janeiro
Jannuaari 15	15 de janeiro
Jannuaari 16	16 de janeiro
Jannuaari 17	17 de janeiro
Jannuaari 18	18 de janeiro
Jannuaari 19	19 de janeiro
Jannuaari 20	20 de janeiro
Skien	Skien
Jannuaari 21	21 de janeiro
Jannuaari 22	22 de janeiro
Jannuaari 23	23 de janeiro
Jannuaari 24	24 de janeiro
Jannuaari 25	25 de janeiro
Jannuaari 26	26 de janeiro
Jannuaari 27	27 de janeiro
Jannuaari 28	28 de janeiro
Jannuaari 29	29 de janeiro
Jannuaari 30	30 de janeiro
Jannuaari 31	31 de janeiro
Porsgrunn	Porsgrunn
Decemberi 2	2 de dezembro
Decemberi 1	1 de dezembro
Decemberi 3	3 de dezembro
Decemberi 7	7 de dezembro
Decemberi 5	5 de dezembro
Decemberi 8	8 de dezembro
Decemberi 10	10 de dezembro
Decemberi 6	6 de dezembro
Decemberi 9	9 de dezembro
Decemberi 4	4 de dezembro
Februaari 1	1 de fevereiro
Februaari 2	2 de fevereiro
Februaari 3	3 de fevereiro
Kurów (Puławy eqqaaniittoq)	Kurów
Februaari 4	4 de fevereiro
Februaari 5	5 de fevereiro
Februaari 6	6 de fevereiro
Februaari 7	7 de fevereiro
Februaari 8	8 de fevereiro
Februaari 9	9 de fevereiro
Februaari 10	10 de fevereiro
Februaari 14	14 de fevereiro
Februaari 13	13 de fevereiro
Februaari 15	15 de fevereiro
Februaari 11	11 de fevereiro
Februaari 12	12 de fevereiro
Februaari 19	19 de fevereiro
Februaari 17	17 de fevereiro
Februaari 16	16 de fevereiro
Februaari 18	18 de fevereiro
Februaari 20	20 de fevereiro
Februaari 21	21 de fevereiro
Februaari 22	22 de fevereiro
Februaari 23	23 de fevereiro
Februaari 24	24 de fevereiro
Februaari 25	25 de fevereiro
Februaari 26	26 de fevereiro
Februaari 27	27 de fevereiro
Februaari 28	28 de fevereiro
Decemberi 11	11 de dezembro
Februaari 29	29 de fevereiro
Decemberi 12	12 de dezembro
Decemberi 13	13 de dezembro
Decemberi 14	14 de dezembro
Decemberi 15	15 de dezembro
Martsi 2	2 de março
Martsi 3	3 de março
Martsi 5	5 de março
Martsi 1	1 de março
Martsi 7	7 de março
Martsi 8	8 de março
Martsi 4	4 de março
Martsi 10	10 de março
Martsi 11	11 de março
Martsi 6	6 de março
Martsi 13	13 de março
Martsi 9	9 de março
Martsi 12	12 de março
Martsi 15	15 de março
Martsi 14	14 de março
Decemberi 16	16 de dezembro
Decemberi 17	17 de dezembro
Kristiansand	Kristiansand
Martsi 16	16 de março
Martsi 17	17 de março
Martsi 18	18 de março
Martsi 19	19 de março
Martsi 20	20 de março
Martsi 21	21 de março
Martsi 22	22 de março
Decemberi 18	18 de dezembro
Martsi 23	23 de março
Decemberi 19	19 de dezembro
Martsi 24	24 de março
Martsi 25	25 de março
Decemberi 20	20 de dezembro
Martsi 26	26 de março
Martsi 27	27 de março
Martsi 28	28 de março
Martsi 29	29 de março
Martsi 30	30 de março
Martsi 31	31 de março
Sana'a	Saná
Apriili 15	15 de abril
Apriili 13	13 de abril
Apriili 12	12 de abril
Apriili 14	14 de abril
Apriili 11	11 de abril
Apriili 10	10 de abril
Apriili 8	8 de abril
Apriili 9	9 de abril
Apriili 7	7 de abril
Apriili 6	6 de abril
Apriili 5	5 de abril
Apriili 4	4 de abril
Apriili 3	3 de abril
Apriili 1	1 de abril
Apriili 2	2 de abril
Apriili 16	16 de abril
Apriili 17	17 de abril
Apriili 18	18 de abril
Apriili 19	19 de abril
Apriili 20	20 de abril
Apriili 21	21 de abril
Apriili 22	22 de abril
Apriili 23	23 de abril
Apriili 24	24 de abril
Apriili 25	25 de abril
Apriili 26	26 de abril
Apriili 27	27 de abril
Apriili 28	28 de abril
Apriili 29	29 de abril
Apriili 30	30 de abril
Maaji 1	1 de maio
Maaji 2	2 de maio
Maaji 3	3 de maio
Maaji 4	4 de maio
Maaji 5	5 de maio
Maaji 6	6 de maio
Maaji 7	7 de maio
Maaji 8	8 de maio
Maaji 9	9 de maio
Maaji 10	10 de maio
Maaji 11	11 de maio
Maaji 12	12 de maio
Maaji 13	13 de maio
Maaji 14	14 de maio
Maaji 15	15 de maio
Maaji 16	16 de maio
Maaji 17	17 de maio
Maaji 18	18 de maio
Maaji 19	19 de maio
Maaji 20	20 de maio
Maaji 21	21 de maio
Maaji 22	22 de maio
Maaji 23	23 de maio
Maaji 24	24 de maio
Maaji 25	25 de maio
Maaji 26	26 de maio
Maaji 27	27 de maio
Maaji 28	28 de maio
Maaji 29	29 de maio
Maaji 30	30 de maio
Maaji 31	31 de maio
Decemberi 21	21 de dezembro
Juuni 14	14 de junho
Juuni 15	15 de junho
Juuni 13	13 de junho
Juuni 10	10 de junho
Juuni 7	7 de junho
Juuni 11	11 de junho
Juuni 9	9 de junho
Juuni 12	12 de junho
Juuni 6	6 de junho
Juuni 8	8 de junho
Juuni 5	5 de junho
Juuni 3	3 de junho
Juuni 2	2 de junho
Juuni 1	1 de junho
Juuni 4	4 de junho
Decemberi 22	22 de dezembro
Juuni 16	16 de junho
Juuni 30	30 de junho
Juuni 29	29 de junho
Juuni 28	28 de junho
Juuni 26	26 de junho
Juuni 25	25 de junho
Juuni 22	22 de junho
Juuni 27	27 de junho
Juuni 24	24 de junho
Juuni 20	20 de junho
Juuni 23	23 de junho
Juuni 19	19 de junho
Juuni 18	18 de junho
Juuni 21	21 de junho
Juuni 17	17 de junho
Decemberi 23	23 de dezembro
Arnold Schwarzenegger	Arnold Schwarzenegger
Juuli 15	15 de julho
Juuli 13	13 de julho
Juuli 12	12 de julho
Juuli 10	10 de julho
Juuli 9	9 de julho
Juuli 14	14 de julho
Juuli 8	8 de julho
Juuli 7	7 de julho
Juuli 6	6 de julho
Juuli 5	5 de julho
Juuli 2	2 de julho
Juuli 4	4 de julho
Juuli 3	3 de julho
Juuli 1	1 de julho
Juuli 11	11 de julho
Decemberi 24	24 de dezembro
Juuli 31	31 de julho
Juuli 30	30 de julho
Juuli 29	29 de julho
Juuli 28	28 de julho
Juuli 27	27 de julho
Juuli 25	25 de julho
Juuli 24	24 de julho
Juuli 23	23 de julho
Juuli 26	26 de julho
Juuli 22	22 de julho
Juuli 19	19 de julho
Juuli 21	21 de julho
Juuli 20	20 de julho
Juuli 17	17 de julho
Juuli 18	18 de julho
Juuli 16	16 de julho
Decemberi 25	25 de dezembro
Decemberi 26	26 de dezembro
Aggusti 14	14 de agosto
Aggusti 15	15 de agosto
Aggusti 13	13 de agosto
Aggusti 12	12 de agosto
Aggusti 11	11 de agosto
Aggusti 10	10 de agosto
Aggusti 8	8 de agosto
Aggusti 7	7 de agosto
Aggusti 9	9 de agosto
Aggusti 5	5 de agosto
Aggusti 4	4 de agosto
Aggusti 2	2 de agosto
Aggusti 3	3 de agosto
Aggusti 6	6 de agosto
Aggusti 1	1 de agosto
Decemberi 27	27 de dezembro
Madrid	Madrid
Aggusti 16	16 de agosto
Aggusti 29	29 de agosto
Aggusti 28	28 de agosto
Aggusti 30	30 de agosto
Aggusti 25	25 de agosto
Aggusti 26	26 de agosto
Aggusti 23	23 de agosto
Aggusti 27	27 de agosto
Aggusti 21	21 de agosto
Aggusti 20	20 de agosto
Aggusti 24	24 de agosto
Aggusti 18	18 de agosto
Aggusti 17	17 de agosto
Aggusti 22	22 de agosto
Aggusti 19	19 de agosto
Aggusti 31	31 de agosto
Decemberi 28	28 de dezembro
Bogotá	Bogotá
Brasilia	Brasília
Septemberi 15	15 de setembro
Septemberi 14	14 de setembro
Septemberi 13	13 de setembro
Septemberi 12	12 de setembro
Septemberi 8	8 de setembro
Septemberi 11	11 de setembro
Septemberi 7	7 de setembro
Septemberi 10	10 de setembro
Septemberi 5	5 de setembro
Septemberi 4	4 de setembro
Septemberi 9	9 de setembro
Septemberi 2	2 de setembro
Septemberi 6	6 de setembro
Septemberi 1	1 de setembro
Septemberi 3	3 de setembro
Decemberi 29	29 de dezembro
Canadami nunatat killeqarfiillu	Províncias e territórios do Canadá
Septemberi 30	30 de setembro
Septemberi 29	29 de setembro
Septemberi 28	28 de setembro
Septemberi 27	27 de setembro
Septemberi 26	26 de setembro
Septemberi 25	25 de setembro
Santiago (Chile)	Santiago (Chile)
Septemberi 23	23 de setembro
Septemberi 22	22 de setembro
Septemberi 24	24 de setembro
Septemberi 21	21 de setembro
Septemberi 20	20 de setembro
Septemberi 18	18 de setembro
Septemberi 17	17 de setembro
Septemberi 19	19 de setembro
Septemberi 16	16 de setembro
Decemberi 30	30 de dezembro
Sucre	Sucre
Decemberi 31	31 de dezembro
Oktoberi 1	1 de outubro
Oktoberi 15	15 de outubro
Oktoberi 12	12 de outubro
Oktoberi 10	10 de outubro
Oktoberi 14	14 de outubro
Oktoberi 9	9 de outubro
Oktoberi 8	8 de outubro
Oktoberi 13	13 de outubro
Oktoberi 7	7 de outubro
Oktoberi 11	11 de outubro
Oktoberi 6	6 de outubro
Oktoberi 4	4 de outubro
Oktoberi 5	5 de outubro
Oktoberi 3	3 de outubro
Oktoberi 2	2 de outubro
Oktoberi 31	31 de outubro
Oktoberi 30	30 de outubro
Oktoberi 29	29 de outubro
Oktoberi 28	28 de outubro
Oktoberi 26	26 de outubro
Oktoberi 25	25 de outubro
Oktoberi 24	24 de outubro
Oktoberi 27	27 de outubro
Oktoberi 22	22 de outubro
Oktoberi 23	23 de outubro
Oktoberi 20	20 de outubro
Oktoberi 21	21 de outubro
Oktoberi 19	19 de outubro
Oktoberi 17	17 de outubro
Oktoberi 16	16 de outubro
Oktoberi 18	18 de outubro
Novemberi 15	15 de novembro
Novemberi 14	14 de novembro
Novemberi 13	13 de novembro
Novemberi 12	12 de novembro
Novemberi 11	11 de novembro
Novemberi 10	10 de novembro
Novemberi 7	7 de novembro
Novemberi 8	8 de novembro
Novemberi 9	9 de novembro
Novemberi 6	6 de novembro
Novemberi 5	5 de novembro
Novemberi 4	4 de novembro
Novemberi 3	3 de novembro
Novemberi 2	2 de novembro
Novemberi 1	1 de novembro
Novemberi 30	30 de novembro
Novemberi 29	29 de novembro
Novemberi 28	28 de novembro
Novemberi 27	27 de novembro
Novemberi 26	26 de novembro
Novemberi 25	25 de novembro
Novemberi 23	23 de novembro
Novemberi 24	24 de novembro
Novemberi 21	21 de novembro
Novemberi 20	20 de novembro
Novemberi 22	22 de novembro
Novemberi 19	19 de novembro
Novemberi 18	18 de novembro
Novemberi 17	17 de novembro
Novemberi 16	16 de novembro
Canberra	Camberra
Sydney	Sydney
Melbourne	Melbourne
Tripoli	Trípoli
Angol	Angol
Antofagasta	Antofagasta
Tehran	Teerã
Jakarta	Jacarta
Ankara	Ancara
Riyadh	Riade
Chiguayante	Chiguayante
Damascus	Damasco
Chillán	Chillán
Amman	Amã
Coyhaique	Coihaique
Beirut	Beirute
Masqat, Oman	Mascate
Nicosia	Nicósia
Doha	Doha
Dodoma	Dodoma
Copiapó	Copiapó
Nairobi	Nairóbi
Manama	Manama
Kampala	Kampala
Antananarivo	Antananarivo
Osasco	Osasco
Mittarfik Dong Hoi	Aeroporto de Dong Hoi
Kuritiba	Curitiba
Talca, Chile	Talca
Rancagua, Chile	Rancagua
Konfusiusi	Confúcio
Corbin Bleu	Corbin Bleu
Sumut atassuseq:Matematikki	Categoria:Matemática
Savalimmiut	Ilhas Feroe
Surat	Surate
Hangzhou	Hangzhou
Céline Dion	Céline Dion
Nunavissuaq	Continente
Illoqarfiit pingaarnersaat	Capital
Monzón	Monzón
Ukiup qaammatai	Mês
Almazán	Almazán
Japanimiusut	Língua japonesa
Encyklopædi	Enciclopédia
Saqqaa	Wikipédia:Página principal
Eurasia	Eurásia
Francisco Goya	Francisco de Goya
Tatarstan	Tartaristão
Salvador Dalí	Salvador Dalí
Vincent van Gogh	Vincent van Gogh
Henri Matisse	Henri Matisse
Michelangelo	Michelangelo
Pablo Picasso	Pablo Picasso
Raphael	Rafael Sanzio
Rembrandt	Rembrandt
Jericho	Jericó
Bethlehem	Belém (Palestina)
Mekka	Meca
Xi'an	Xian
Kabul	Cabul
Inuunerup isumalerineq	Filosofia
Sumut atassuseq:Candidates for speedy deletion	Categoria:!Páginas para eliminação rápida
Medan	Medan
Hebe Camargo	Hebe Camargo
Seinäjoki	Seinäjoki
Montpellier	Montpellier
Guovdageaidnu	Kautokeino
Airbus A330	Airbus A330
Sumut atassuseq:Ullorissanik ilisimatusarneq	Categoria:Astronomia
Strasbourg	Estrasburgo
Ekutaq	Iacútia
Guitar	Guitarra
Dijon	Dijon
Økologi	Ecologia
Politikki	Política
Naalakkersueriaaseq	Governo
Nagguaatsoq	Elefante
Sevastopol	Sebastopol
Angallassissutit	Transporte
Inuttut pisinnaatitaafiit pillugit silarsuarmioqatigiinut nalunaarut	Declaração Universal dos Direitos Humanos
WHO	Organização Mundial da Saúde
Swahilimiutut	Língua suaíli
Kineserisut (oqaatsit)	Língua chinesa
Toulouse	Toulouse
Malagassiskisut	Língua malgaxe
Qagiirgiin	Anadyr
Leksikoni	Léxico
Palembang	Palimbão
Suliffissualerineq	Indústria
Sumut atassuseq:Bulgaria	Categoria:Bulgária
Sumut atassuseq:Frankrigi	Categoria:França
Sumut atassuseq:Nipilersorneq	Categoria:Música
Ilinniartitaaneq	Educação
Hongkong	Hong Kong
Karachi	Carachi
Seoul	Seul
Shanghai	Xangai
Internetprotokol	Protocolo de Internet
Ukrainimiusut	Língua ucraniana
Cancún	Cancún
Guadalajara (Jalisco)	Guadalajara (México)
Svenskisuut	Língua sueca
Qallunaatut	Língua dinamarquesa
Slovakimiusut	Língua eslovaca
Estlandimiutut	Língua estónia
Letlandimiutut	Língua letã
Litauenimiutut	Língua lituana
Isarukitsoq	Pinguim
Farsimiutut	Língua persa
Upperisarsiorneq	Religião
Koreamiusut	Língua coreana
Vietnamimiusut	Língua vietnamita
Thailandimiutut	Língua tailandesa
Indonesiamiutut	Língua indonésia
Mongoliamiutut	Língua mongol
Juutit	Judaísmo
Hebraimiutut	Língua hebraica
Aserbajdsjaniskisut	Língua azeri
Tarnip ilinniarnera	Psicologia
Taoisme	Taoismo
Bengalimiutut	Língua bengali
Ukiuunerani OL 2010	Jogos Olímpicos de Inverno de 2010
Ronald Reagan	Ronald Reagan
Tangerang	Tangerang
Sasaskisut	Zazaki
Bandung	Bandung
Bekasi	Bekasi
Depok	Depok
Saskatoon	Saskatoon
Tórshavn	Tórshavn
Ingeniørilerineq	Engenharia
Attaveqaqatigiinneq	Comunicação
Oqarasuaat	Telefone
Kulturi	Cultura
Aritmetikki	Aritmética
Sumut atassuseq:Brazil	Categoria:Brasil
Nikerartuusisitsineq	Animação
Nunaateqarneq	Agricultura
Surabaya	Surabaia
Taparneq	Dança
Innallangialerineq	Eletrônica
Silasiorneq	Tempo (meteorologia)
Shenyang	Shenyang
Chongqing	Chongqing
Tianjin	Tianjin
Lahore	Lahore
Wuhan	Wuhan
Silarsuarmi nunat	Lista de Estados soberanos
Nagoya	Nagoia
Ursidae	Ursidae
Ullorsiut	Calendário
Gregorianskit ullorsiutaat	Calendário gregoriano
Peqqinneq	Saúde
Nantes	Nantes
Brest	Brest (França)
Ilisserut:Kortpositioner Islandi	Predefinição:Mapa de localização/Islândia
Ilisserut:Kortpositioner Norge	Predefinição:Mapa de localização/Noruega
Ilisserut:Kortpositioner Danmarki	Predefinição:Mapa de localização/Dinamarca
Ilisserut:Kortpositioner Litaueni	Predefinição:Mapa de localização/Lituânia
Ilisserut:Kortpositioner Franskit Nunaat	Predefinição:Mapa de localização/França
Ilisserut:Kortpositioner Andorra	Predefinição:Mapa de localização/Andorra
Ilisserut:Kortpositioner Spania	Predefinição:Mapa de localização/Espanha
Ilusilersugaaneq	Arquitetura
Ilisserut:Kortpositioner Poleni	Predefinição:Mapa de localização/Polônia
Ilisserut:Kortpositioner Tjekkia	Predefinição:Mapa de localização/República Checa
Malgrat de Mar	Malgrat de Mar
Hualqui	Hualqui
Ilisserut:Kortpositioner Grønland	Predefinição:Mapa de localização/Gronelândia
Arabiamiutut	Língua árabe
Tartu	Tartu
Iquique	Iquique
La Serena	La Serena
Makassar	Macáçar
Erfalasoq	Bandeira
Brno	Brno
Qungasersooq	Girafa
Shenzhen	Shenzhen
Queen	Queen
Franche-Comté	Franco-Condado
Wikipedia:Anbefalet	Wikipédia:Artigos destacados
Wikipedia:Katersortarfik	Wikipédia:Esplanada
Busan	Busan
Guangzhou	Cantão (China)
Nanjing	Nanquim
ABBA	ABBA
Amaroq	Lobo
Pyongyang	Pyongyang
Bien Hoa	Bien Hoa
San Pedro de la Paz	San Pedro de la Paz
Nha Trang	Nha Trang
Simferopol	Simferopol
Bukarest	Bucareste
Tirana	Tirana
Motorhead	Motörhead
Ukioq ilassutilik	Ano bissexto
Suwon	Suwon
Daejeon	Daejeon
Daegu	Daegu
Incheon	Incheon
Falköping	Falköping
Skövde	Skövde
Enköping	Enköping
Varberg	Varberg
Piteå	Piteå
Viborg	Viborg
Næstved	Næstved
Sønderborg	Sønderborg
Fredericia	Fredericia
Hjørring	Hjørring
Vung Tau	Vũng Tàu
Qarasaasialerinermik ilisimatusarneq	Ciência da computação
Jean Dominique Ingres	Jean-Auguste Dominique Ingres
Cervidae	Cervidae
Ataatarpooq	Pai Nosso
Inuup ineriartorneranik ilisimatusarneq	Antropologia
Ulan Bator	Ulan Bator
Marseille	Marselha
Moshchena	Mostchena
Ittarnisarsiorneq	Arqueologia
Paltoga	Paltoga
Entrena	Entrena
Wellington	Wellington
Inuiaqatigiinni erinaq	Hino nacional
Palæstina	Palestina
Vancouver	Vancouver
Mittarfik Cam Ranh	Aeroporto Internacional Cam Ranh
Svalbard	Svalbard
Benetice	Benetice (Světlá nad Sázavou)
Savalimmiutut	Língua feroesa
Ca Mau	Cà Mau (cidade)
Da Lat	Da Lat
Uppsala	Uppsala
Göteborg	Gotemburgo
Racibórz	Racibórz
Phan Thiet	Phan Thiet
Aarhus	Aarhus
Odense	Odense
Qeerlutooq	Pato-real
Kalaallisut	Língua groenlandesa
Jylland	Jutlândia
Aalborg	Aalborg
Helsingborg	Helsingborg
Västerås	Västerås
Linköping	Linköping
Jönköping	Jönköping
Stavanger	Stavanger
Oqaatsoq	Corvo-marinho-de-faces-brancas
Karlstad	Karlstad
Mölnlycke	Mölnlycke
Sjælland	Zelândia (Dinamarca)
Umeå	Umeå
Qussuk	Cisne-bravo
Norrköping	Norrköping
Örebro	Örebro
Gävle	Gävle
Karlskrona	Karlskrona
Trondheim	Trondheim
Kaniina	Leporidae
Borås	Borås
Tromsø	Tromsø
Växjö	Växjö
Esbjerg	Esbjerg
Luleå	Luleå
Kalmar	Kalmar
Appaliarsuk	Torda-anã
Sundsvall	Sundsvall
Eskilstuna	Eskilstuna
Fyn	Fiónia
Falun	Falun
Östersund	Östersund
Södertälje	Södertälje
Halmstad	Halmstad
Drammen	Drammen
Roskilde	Roskilde
Zahlé	Zahlé
Thai Nguyen	Thái Nguyên (cidade)
Ciudad Juárez	Ciudad Juárez
Fukuoka	Fukuoka (cidade)
Qarsaaq	Mobelha-pequena
Bergen (Norge)	Bergen
Aarluk	Orca
Helsingør	Helsingor
Taliffak	Rola-do-mar
Qaqulluk	Fulmar-glacial
Kristianstad	Kristianstad (cidade)
Trelleborg	Trelleborg
Niisa	Toninha-comum
Apparluk	Torda-mergulheira
Kolding	Kolding
Herning	Herning
Mölndal	Mölndal
Uddevalla	Uddevalla
Frederikshavn	Frederikshavn
Kungälv	Kungälv
