Afrika	África
Stendhal	Stendhal
Akondro	Banana
Émile Zola	Émile Zola
Vladimir Vysotsky	Vladimir Vysotsky
Tanàna	Cidade
Napoleon	Napoleão Bonaparte
Kintana	Estrela
Masoandro	Sol
Louis Pasteur	Louis Pasteur
Ingemar Stenmark	Ingemar Stenmark
Taon-kazavana	Ano-luz
Victor Hugo	Victor Hugo
Oseania	Oceania
Giuseppe Garibaldi	Giuseppe Garibaldi
Rafitry ny masoandro	Sistema Solar
Ranomasina Baltika	Mar Báltico
Nify	Dente
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Famoaham-peo	Altifalante
Boky	Livro
Jorge Alessandri Rodríguez	Jorge Alessandri
Oslo	Oslo
Katowice	Katowice
Luís de Camões	Luís de Camões
Lisbon	Lisboa
Lionel Messi	Lionel Messi
Nicolas Copernic	Nicolau Copérnico
Karbônina	Carbono
Alessandro Del Piero	Alessandro Del Piero
Ôksizenina	Oxigénio
Fajiry	Planeta
Cléopâtre VII	Cleópatra
Mozika	Música
Lille	Lille
Môsikao	Moscovo
Fiteny italiana	Língua italiana
Tsady	Chade
Viraty	Alumínio
India	Índia
Silisiôma	Silício
André-Marie Ampère	André-Marie Ampère
Vy	Ferro
Alessandro Volta	Alessandro Volta
Samoa	Samoa
Nosy Solomona	Ilhas Salomão
Vanoato	Vanuatu
Molière	Molière
Papoa Ginea Vao	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Palao	Palau
Naoro	Nauru
Mozilla Firefox	Mozilla Firefox
Angano	Contos de fadas
Mongolia	Mongólia
Fiji	Fiji
Stevie Wonder	Stevie Wonder
Venezoela	Venezuela
Saginaw, Michigan	Saginaw (Michigan)
Maine	Maine
Soavaly	Equus ferus caballus
Fitaovam-piadiana	Arma
Biby	Animalia
Sorinama	Suriname
Paragoay	Paraguai
Kanto	Arte
Ekoadôra	Equador
Kolombia	Colômbia
Jean Racine	Jean Racine
Pierre Corneille	Pierre Corneille
Bolivia	Bolívia
Zavamaniry	Plantae
New Hampshire	Nova Hampshire
Léonard de Vinci	Leonardo da Vinci
Masina Kitts sy Nevis	São Cristóvão e Nevis
Dario Fo	Dario Fo
Jamaika	Jamaica
Massachusetts	Massachusetts
Goatemala	Guatemala
Bahamasy	Bahamas
Connecticut	Connecticut
Antigua sy Barbuda	Antígua e Barbuda
Hawaii	Havaí
Hôndorasy	Honduras
Ranomasimbe Arktika	Oceano Ártico
Haiti	Haiti
Taumata­whakatangihanga­koauau­o­tamatea­turi­pukaka­piki­maungah­oronuku­pokai­whenuaki­tanatahu	Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu
Salvador	El Salvador
Iran	Irão
Iraka	Iraque
Alaska	Alasca
Costa Rica	Costa Rica
Israely	Israel
Panama	Panamá
Yemen	Iémen
Fiteny poloney	Língua polaca
Jordania	Jordânia
Nikaragoa	Nicarágua
Florida	Flórida
Arizona	Arizona
Laôsa	Laos
Libana	Líbano
Oregon	Oregon
Maldiva	Maldivas
Amerika	América
Utah	Utah
Malezia	Malásia
Mikhail Bulgakov	Mikhail Bulgákov
Myanmara	Myanmar
Nepal	Nepal
Omàna	Omã
Katara	Catar
François Villon	François Villon
MySQL	MySQL
Arabia Saodita	Arábia Saudita
Andreï Tarkovski	Andrei Tarkovski
Sri Lanka	Sri Lanka
Joseph Stalin	Josef Stalin
Siria	Síria
Plato	Platão
Joseph Brodsky	Joseph Brodsky
Taiwan	República da China
Aristotle	Aristóteles
Tailandy	Tailândia
Fiarandalamby	Trem
Radiô	Rádio (telecomunicações)
Meryl Streep	Meryl Streep
Vietnam	Vietname
Charlie Chaplin	Charlie Chaplin
Korea Atsimo	Coreia do Sul
Józef Piłsudski	Józef Piłsudski
Ny Simpsons	Os Simpsons
Afganistana	Afeganistão
J. R. R. Tolkien	J. R. R. Tolkien
Volamena	Ouro
Lakandranon'i Suez	Canal de Suez
Franz Kafka	Franz Kafka
Jorge Luis Borges	Jorge Luis Borges
Mali	Mali
Socrates	Sócrates
Angola	Angola
Botàna	Butão
Twitter	Twitter
Boroney	Brunei
Tanzania	Tanzânia
Filipina	Filipinas
Repoblikan'i Afrika Afovoany	República Centro-Africana
Tendrontany Avaratra	Polo Norte
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Pedro I an'i Brazila	Pedro I do Brasil
Togo	Togo
Tonizia	Tunísia
John Bardeen	John Bardeen
Beijing	Pequim
Benina	Benim
Botsoana	Botswana
Komaoro	Comores
Repoblikan'i Kongo	República do Congo
Repoblika Demokratikan'i Kongo	República Democrática do Congo
San Antonio	San Antonio
Jibotia	Djibouti
Ginea Ekoatorialy	Guiné Equatorial
Eritrea	Eritreia
New Delhi	Nova Deli
Joany Paoly II	Papa João Paulo II
Fyodor Dostoyevsky	Fiódor Dostoiévski
Tbilisi	Tbilisi
Andreï Sakharov	Andrei Sakharov
Gabona	Gabão
Mohandas Karamchand Gandhi	Mahatma Gandhi
Gambia	Gâmbia
Ginea	Guiné
Ginea-Bissau	Guiné-Bissau
Côte d'Ivoire	Costa do Marfim
Kamerona	Camarões
Cabo Verde	Cabo Verde
Lesoto	Lesoto
Liberia	Libéria
Libia	Líbia
Madagasikara	Madagáscar
Malawi	Malawi
Maoritania	Mauritânia
Maorisy	Maurícia
Marôka	Marrocos
Mozambika	Moçambique
Namibia	Namíbia
France Prešeren	France Prešeren
Nizeria	Nigéria
Charles Darwin	Charles Darwin
Oganda	Uganda
Roanda	Ruanda
Senegala	Senegal
Seychelles	Seicheles
Carl von Linné	Carolus Linnaeus
Sierra Leone	Serra Leoa
Somalia	Somália
Jawaharlal Nehru	Jawaharlal Nehru
Joliosy Kaisara	Júlio César
Sodana	Sudão
Soazilandy	Suazilândia
Gujarat	Gujarate
Firenena Mikambana	Organização das Nações Unidas
Dante Alighieri	Dante Alighieri
Ahmedabad	Ahmedabad
Jeografia	Geografia
Bill Clinton	Bill Clinton
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Jamnagar	Jamnagar
Mumbai	Bombaim
Andhra Pradesh	Andra Pradexe
Arunachal Pradesh	Arunachal Pradesh
Assam	Assam
Bihar	Bihar
Michigan	Michigan
Goa	Goa
Maurice Ravel	Maurice Ravel
Puerto Rico	Porto Rico
Karnataka	Karnataka
Kerala	Querala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Maharashtra	Maharashtra
Manipur	Manipur
John Lennon	John Lennon
Illinois	Illinois
Dakôta Avaratra	Dakota do Norte
Dakota Atsimo	Dakota do Sul
Montana	Montana
Wyoming	Wyoming
Jerusalem	Jerusalém
Idaho	Idaho
Washington	Washington
Bruce Springsteen	Bruce Springsteen
Nevada	Nevada
Ranomasimbe Indiana	Oceano Índico
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Kolorado	Colorado
Dag Hammarskjöld	Dag Hammarskjöld
Frédéric Chopin	Frédéric Chopin
Blaise Pascal	Blaise Pascal
Chicago	Chicago
The Beatles	The Beatles
Lohataona	Primavera
Fararano	Outono
Saddam Hussein	Saddam Hussein
Osama Bin Laden	Osama bin Laden
Fiteny espaniola	Língua castelhana
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh
Philadelphia	Filadélfia
Kolkata	Calcutá
Chennai	Chennai
Faritan'i Delhi	Deli
Bangalore	Bangalore
Bengaly andrefana	Bengala Ocidental
Hyderabad, India	Hyderabad (Andhra Pradesh)
Voankazo	Fruto
Vola	Dinheiro
Virjinia	Virgínia
West Virginia	Virgínia Ocidental
Rhode Island	Rhode Island
Maryland	Maryland
Delaware	Delaware
Vladimir Lenin	Lenin
Ohio	Ohio
Virgil	Virgílio
Nicolas Machiavel	Nicolau Maquiavel
Pennsylvania	Pensilvânia
Petrarch	Francesco Petrarca
Giovanni Boccaccio	Giovanni Boccaccio
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Auguste	Augusto
Windows	Microsoft Windows
Tiberius	Tibério
New Jersey	Nova Jérsia
Caligula	Calígula
Indiana	Indiana
Fiarakodia	Automóvel
Domitian	Domiciano
Trajan	Trajano
Roger Federer	Roger Federer
Georgia (U.S. state)	Geórgia (Estados Unidos)
Antoninus Pius	Antonino Pio
Marcus Aurelius	Marco Aurélio
Zagreb	Zagreb
Rajasthan	Rajastão
Texas	Texas
Tamil Nadu	Tamil Nadu
North Carolina	Carolina do Norte
Karôlina Antsimo	Carolina do Sul
Manille	Manila
Ferdinand Marcos	Ferdinando Marcos
Quezon City	Cidade Quezon
Le Mans	Le Mans
Bordeaux	Bordéus
Corazon Aquino	Corazón Aquino
Buenos Aires	Buenos Aires
Mexico	Cidade do México
Tokyo	Tóquio
Barselona	Barcelona
Mississippi	Mississippi
Ferdinand Magellan	Fernão de Magalhães
Mississipi (renirano)	Rio Mississippi
Uttarakhand	Uttarakhand
Sikkim	Siquim
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Robert Louis Stevenson	Robert Louis Stevenson
Nagpur	Nagpur
Janis Joplin	Janis Joplin
Abidjan	Abidjã
Astana	Astana
New Mexico	Novo México
Ramesses II	Ramsés II
Athens	Atenas
Minnesota	Minnesota
Baghdad	Bagdá
Wisconsin	Wisconsin
Pune	Pune
Cicero	Cícero
Iowa	Iowa
Nebraska	Nebraska
Kansas	Kansas
Havana	Havana
Fiteny hindi	Língua hindi
Misoria	Missouri
Georg Ohm	Georg Simon Ohm
Louisiana	Luisiana
Luigi Galvani	Luigi Galvani
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Fiteny urdu	Língua urdu
Charles Lindbergh	Charles Lindbergh
Sigfrid Edström	Johannes Sigfrid Edström
Édith Piaf	Édith Piaf
Oklahoma	Oklahoma
Jacques Brel	Jacques Brel
Jason Richardson	Jason Richardson
Ranomasina Avaratra	Mar do Norte
Serge Gainsbourg	Serge Gainsbourg
Madonna	Madonna
Kaopenagy	Copenhaga
Stockholm	Estocolmo
Helsinki	Helsínquia
Reykjavík	Reykjavík
Tallinn	Tallinn
Riga	Riga
Louis Armstrong	Louis Armstrong
Bratislava	Bratislava
Budapest	Budapeste
Franckfort/Main	Frankfurt am Main
Zinedine Zidane	Zinédine Zidane
Laurent Blanc	Laurent Blanc
Katolisisma	Catolicismo
Vaduz	Vaduz
Baiboly	Bíblia
Phnom Penh	Phnom Penh
Hô-Chi-Minh-Ville	Cidade de Ho Chi Minh
Hanoi	Hanói
Tena Fiangonan'i Jesoa	Verdadeira Igreja de Jesus
Fiteny anglisy	Língua inglesa
Bangkok	Banguecoque
Andorra la Vella	Andorra-a-Velha
Taipei	Taipé
Đồng Hới	Dong Hoi
Corentin Martins	Corentin Martins
Concepción	Concepción (Chile)
Sabri Lamouchi	Sabri Lamouchi
Diplaomasia	Diplomacia
Memphis Depay	Memphis Depay
Kiev	Kiev
Ontario	Ontário
Hugo Lloris	Hugo Lloris
Mathieu Debuchy	Mathieu Debuchy
Adil Rami	Adil Rami
Yohan Cabaye	Yohan Cabaye
Olivier Giroud	Olivier Giroud
Karim Benzema	Karim Benzema
Florent Malouda	Florent Malouda
Laurent Koscielny	Laurent Koscielny
Patrice Évra	Patrice Evra
Philippe Mexès	Philippe Mexès
Franck Ribéry	Franck Ribéry
Mathieu Valbuena	Mathieu Valbuena
Samir Nasri	Samir Nasri
Blaise Matuidi	Blaise Matuidi
Anthony Réveillère	Anthony Réveillère
Jérémy Ménez	Jérémy Ménez
Steve Mandanda	Steve Mandanda
Yann M'Vila	Yann M'Vila
Alou Diarra	Alou Diarra
Marvin Martin	Marvin Martin
Hatem Ben Arfa	Hatem Ben Arfa
Gaël Clichy	Gaël Clichy
Ottawa	Ottawa
Cédric Carrasso	Cédric Carrasso
Sidney Govou	Sidney Govou
Éric Abidal	Éric Abidal
Djibril Cissé	Djibril Cissé
William Gallas	William Gallas
Bacary Sagna	Bacary Sagna
Nicolas Anelka	Nicolas Anelka
André-Pierre Gignac	André-Pierre Gignac
Sébastien Squillaci	Sébastien Squillaci
Abou Diaby	Abou Diaby
Jérémy Toulalan	Jérémy Toulalan
Yerevan	Erevan
Hermann Maier	Hermann Maier
Końskowola	Końskowola
Dar es Salam	Dar es Salaam
Khartoum	Cartum
2006	2006
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Titus Livius	Tito Lívio
Charles de Gaulle	Charles de Gaulle
1902	1902
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Seneca the Younger	Séneca
Juan Manuel Fangio	Juan Manuel Fangio
1914	1914
1915	1915
1997	1997
Sakafo	Alimento
Jacques Chirac	Jacques Chirac
Valéry Giscard d'Estaing	Valéry Giscard d'Estaing
Halifax	Halifax
Québec (tanàna)	Quebec (cidade)
1920	1920
Tacitus	Públio Cornélio Tácito
1921	1921
1922	1922
1923	1923
Lance Armstrong	Lance Armstrong
1924	1924
Georges Pompidou	Georges Pompidou
6 Janoary	6 de janeiro
9 Janoary	9 de janeiro
10 Janoary	10 de janeiro
11 Janoary	11 de janeiro
13 Janoary	13 de janeiro
15 Janoary	15 de janeiro
Tom Hanks	Tom Hanks
17 Janoary	17 de janeiro
19 Janoary	19 de janeiro
23 Janoary	23 de janeiro
Empira Romana	Império Romano
25 Janoary	25 de janeiro
Minsk	Minsk
26 Janoary	26 de janeiro
29 Janoary	29 de janeiro
30 Janoary	30 de janeiro
31 Janoary	31 de janeiro
Pink Floyd	Pink Floyd
Kurów	Kurów
5 Febroary	5 de fevereiro
7 Febroary	7 de fevereiro
8 Febroary	8 de fevereiro
9 Febroary	9 de fevereiro
10 Febroary	10 de fevereiro
Simia	Química
Led Zeppelin	Led Zeppelin
14 Febroary	14 de fevereiro
13 Febroary	13 de fevereiro
15 Febroary	15 de fevereiro
11 Febroary	11 de fevereiro
12 Febroary	12 de fevereiro
Robin van Persie	Robin van Persie
23 Febroary	23 de fevereiro
25 Febroary	25 de fevereiro
27	27
12 Desambra	12 de dezembro
Civilization III	Sid Meier's Civilization III
Sid Meier's Civilization IV	Sid Meier's Civilization IV
4 Martsa	4 de março
21 Martsa	21 de março
1982	1982
Mogadishu	Mogadíscio
24 Martsa	24 de março
26 Martsa	26 de março
29 Martsa	29 de março
Sana'a	Saná
1972	1972
Tarawa	Tarawa
Konrad Adenauer	Konrad Adenauer
Benoît XVI	Papa Bento XVI
Ludwig Erhard	Ludwig Erhard
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
21 Aprily	21 de abril
Gerhard Schröder	Gerhard Schröder
1 Mey	1 de maio
6 Mey	6 de maio
13 Mey	13 de maio
Messier 86	Messier 86
22 Mey	22 de maio
25 Mey	25 de maio
29 Mey	29 de maio
31 Mey	31 de maio
Matthew Vaughn	Matthew Vaughn
Paul McCartney	Paul McCartney
Erich Honecker	Erich Honecker
15 Jiona	15 de junho
10 Jiona	10 de junho
12 Jiona	12 de junho
3 Jiona	3 de junho
30 Jiona	30 de junho
29 Jiona	29 de junho
26 Jiona	26 de junho
22 Jiona	22 de junho
27 Jiona	27 de junho
23 Desambra	23 de dezembro
Emperora Wilhelm II	Guilherme II da Alemanha
Arnold Schwarzenegger	Arnold Schwarzenegger
12 Jolay	12 de julho
10 Jolay	10 de julho
9 Jolay	9 de julho
14 Jolay	14 de julho
8 Jolay	8 de julho
7 Jolay	7 de julho
6 Jolay	6 de julho
4 Jolay	4 de julho
1 Jolay	1 de julho
11 Jolay	11 de julho
Baolina kitra	Futebol
Louis de Funès	Louis de Funès
12 Aogositra	12 de agosto
10 Aogositra	10 de agosto
8 Aogositra	8 de agosto
9 Aogositra	9 de agosto
4 Aogositra	4 de agosto
2 Aogositra	2 de agosto
3 Aogositra	3 de agosto
1 Aogositra	1 de agosto
Brothers Grimm	Irmãos Grimm
IPad	IPad
Madrid	Madrid
Elton John	Elton John
16 Aogositra	16 de agosto
Coca-Cola	Coca-Cola
25 Aogositra	25 de agosto
21 Aogositra	21 de agosto
24 Aogositra	24 de agosto
Michael Jackson	Michael Jackson
Gripa	Gripe
Bogotá	Bogotá
Brasília	Brasília
4 Septambra	4 de setembro
1 Septambra	1 de setembro
Lima	Lima
25 Septambra	25 de setembro
Santiago	Santiago (Chile)
24 Septambra	24 de setembro
21 Septambra	21 de setembro
Quito	Quito
Sucre	Sucre
1 Oktobra	1 de outubro
15 Oktobra	15 de outubro
12 Oktobra	12 de outubro
10 Oktobra	10 de outubro
14 Oktobra	14 de outubro
9 Oktobra	9 de outubro
8 Oktobra	8 de outubro
13 Oktobra	13 de outubro
7 Oktobra	7 de outubro
11 Oktobra	11 de outubro
6 Oktobra	6 de outubro
4 Oktobra	4 de outubro
5 Oktobra	5 de outubro
3 Oktobra	3 de outubro
2 Oktobra	2 de outubro
Asunción	Assunção
22 Oktobra	22 de outubro
23 Oktobra	23 de outubro
20 Oktobra	20 de outubro
21 Oktobra	21 de outubro
19 Oktobra	19 de outubro
16 Oktobra	16 de outubro
9 Novambra	9 de novembro
6 Novambra	6 de novembro
4 Novambra	4 de novembro
3 Novambra	3 de novembro
2 Novambra	2 de novembro
1 Novambra	1 de novembro
Paramaribo	Paramaribo
22 Novambra	22 de novembro
Charlemagne	Carlos Magno
Loire-Atlantique	Loire-Atlantique
San José, Costa Rica	San José (Costa Rica)
Ain	Ain
Aisne	Aisne (departamento)
Vosges	Vosges (departamento)
San Salvador	San Salvador
Allier	Allier (departamento)
Canberra	Camberra
Jura (departemanta)	Jura (departamento)
Hautes-Alpes	Altos Alpes
Alpes-de-Haute-Provence	Alpes da Alta Provença
Alpes-Maritimes	Alpes Marítimos
Archèche	Ardèche
Ardennes (departemanta)	Ardenas (departamento)
Jackie Stewart	Jackie Stewart
Voankazavana	Fotão
Aveyron	Aveyron
Valesa Atsimo Vaovao	Nova Gales do Sul
Soson-drivotry ny tany	Atmosfera terrestre
Tegucigalpa	Tegucigalpa
Bouches-du-Rhône	Bocas do Ródano
Cantal	Cantal
Charente	Charente (departamento)
Charente-Maritime	Charente-Maritime
Cher (departemanta)	Cher (departamento)
Corrèze	Corrèze
Haute-Corse	Alta Córsega
George Orwell	George Orwell
Corse-du-Sud	Córsega do Sul
Côte-d'Or	Côte-d'Or
Creuse	Creuse
Dordogne	Dordonha
Doubs	Doubs (departamento)
Drôme	Drôme
Essonne	Essonne
Eure	Eure
Eure-et-Loir	Eure-et-Loir
Finistère	Finistère
Alpha Lyrae	Vega (estrela)
Rabat	Rabat
Algiers	Argel
Bussières, Loire	Bussières (Loire)
Tripoli	Trípoli
Teheran	Teerã
Addis Ababa	Adis Abeba
Jakarta	Jacarta
Asmara	Asmara
N'Djamena	N'Djamena
Dennis Lawrence	Dennis Lawrence
Riyadh	Riade
Dakar	Dakar
Conakry	Conacri
Bissau	Bissau
Sokajy:Endrika	Categoria:!Predefinições Wikipédia
Praia	Praia (Cabo Verde)
Accra	Acra
Damaskosy	Damasco
Yamoussoukro	Yamoussoukro
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Ouagadougou
Freetown	Freetown
Amazôna	Rio Amazonas
Abuja	Abuja
Porto-Novo	Porto Novo (Benim)
Amman	Amã
Malabo	Malabo
Libreville	Libreville
Masqat	Mascate
Kinshasa	Kinshasa
Bujumbura	Bujumbura
Nicosia	Nicósia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairóbi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Mbabane	Mbabane
Maseru	Maseru
Antananarivo	Antananarivo
Kalimantan Andrefana	Kalimantan Ocidental
Oniversite	Universidade
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Port Louis	Port Louis
São Tomé	São Tomé (São Tomé e Príncipe)
Windhoek	Windhoek
Kinta-mazavabe	Supernova
Victoria, Seychelles	Victoria (Seychelles)
Trano	Casa
Hardware	Hardware
Aljebra	Álgebra
Renirano	Rio
Osasco	Osasco
Eschweiler	Eschweiler (Renânia)
Seranam-piaramanidina Dong Hoi	Aeroporto de Dong Hoi
Habakabaka	Espaço sideral
Bernard Lacombe	Bernard Lacombe
Serge Chiesa	Serge Chiesa
Michel Platini	Michel Platini
Pierre Abélard	Abelardo
Chrétien de Troyes	Chrétien de Troyes
Curitiba	Curitiba
Faure Gnassingbé	Faure Gnassingbé
Ala	Floresta
Kapila mangirana	Disco rígido
Emily Dickinson	Emily Dickinson
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
Soltaniyeh	Soltaniyeh
Sean Connery	Sean Connery
Anne Frank	Anne Frank
Ariary	Ariary malgaxe
Raúl Albiol	Raúl Albiol
Confucius	Confúcio
Sarah Bernhardt	Sarah Bernhardt
Marlene Dietrich	Marlene Dietrich
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Sokajy:Matematika	Categoria:Matemática
Mohamed Morsi	Mohamed Morsi
Barbra Streisand	Barbra Streisand
Endrika:Country data Iran	Predefinição:Country data Irã
NGC 4594	Galáxia do Sombreiro
NGC 4258	Messier 106
Claude Debussy	Claude Debussy
Le Corbusier	Le Corbusier
Júnior César Moreira da Cunha	Júnior César Moreira da Cunha
NGC 3992	Messier 109
Messier 108	Messier 108
Kota Surakarta	Surakarta
Eugène Kaspersky	Eugene Kaspersky
Euro	Euro
Ranomasina Mediteranea	Mar Mediterrâneo
Larry Page	Larry Page
Villars-et-Villenotte	Villars-et-Villenotte
Vonges	Vonges
Alligny-Cosne	Alligny-Cosne
Villaines-les-Prévôtes	Villaines-les-Prévôtes
Sokajy:Radiô ao Italia	Categoria:Estações de rádio da Itália
Hangzhou	Hangzhou
Herman Melville	Herman Melville
Abel Xavier	Abel Xavier
Kristianisma	Cristianismo
Rindrin'i Berlin	Muro de Berlim
Vary	Arroz
Celine Dion	Céline Dion
Kontinenta	Continente
Vorona	Aves
