Afrika	África
Bulgarija	Bulgária
Makedonija	República da Macedónia
Albanija	Albânia
Grenlandija	Gronelândia
Kroatija	Croácia
Bosnija ir Hercegovina	Bósnia e Herzegovina
Nukas	Nuuk
Azerbaidžanas	Azerbaijão
Andora	Andorra
Kipras	Chipre
Gruzija	Geórgia
Valonija	Valônia
Kazachstanas	Cazaquistão
Malta	Malta
Monakas	Mónaco
Juodkalnija	Montenegro
Vatikanas	Vaticano
San Marinas	San Marino
Briuselis	Cidade de Bruxelas
Briuselio-sostinės regionas	Bruxelas
Kuba	Cuba
Belizas	Belize
Eifelio bokštas	Torre Eiffel
Barbadosas	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Intel	Intel Corporation
Klaviatūra	Teclado (informática)
Java (kalba)	Java (linguagem de programação)
Indonezija	Indonésia
Qwerty	QWERTY
Volfgangas Amadėjus Mocartas	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Turkų kalba	Língua turca
Pietų Afrikos Respublika	África do Sul
Jean-François Champollion	Jean-François Champollion
Linkin Park	Linkin Park
Alžyras	Argélia
Vikišaltiniai	Wikisource
Uzbekija	Uzbequistão
Poznanė	Poznań
Taškentas	Tashkent
Varšuva	Varsóvia
Aila	Islay
Eurovizijos dainų konkursas	Festival Eurovisão da Canção
Modena	Módena
Viskis	Uísque
Vynas	Vinho
Vanduo	Água
Konjakas	Cognac (bebida)
Mediena	Madeira
Tūras	Tours
Televizija	Televisão
Lytis	Sexo
Pornografija	Pornografia
Islandų kalba	Língua islandesa
Claude Monet	Claude Monet
Diego de Silva y Velázquez	Diego Velázquez
Čilė	Chile
El Greco	El Greco
Jėzus Kristus	Jesus
Elvis Presley	Elvis Presley
Galilėjus	Galileu Galilei
Merkurijus (planeta)	Mercúrio (planeta)
Istorija	História
Per Lašezas	Cemitério do Père-Lachaise
Apple Inc.	Apple
Venera (planeta)	Vénus (planeta)
Kalba	Linguagem
Meilė	Amor
Diktatūra	Ditadura
Galaktika	Galáxia
Jupiteris (planeta)	Júpiter (planeta)
Michelle Bachelet	Michelle Bachelet
Paukščių Takas	Via Láctea
Lanvairpulgvigilgogerihuirndrobulantisiliogogogohas	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch
Didysis sprogimas	Big Bang
Uranas (planeta)	Urano (planeta)
Bretanė	Bretanha
Angliškoji Vikipedija	Wikipédia em inglês
Nicolas Sarkozy	Nicolas Sarkozy
Neptūnas (planeta)	Netuno (planeta)
Astronomija	Astronomia
Singapūras	Singapura
Mokslas	Ciência
Kosmologija	Cosmologia
Plutonas (nykštukinė planeta)	Plutão
Monrealis	Montreal
Laisvoji programinė įranga	Software livre
Marija (Jėzaus motina)	Maria (mãe de Jesus)
Liudvikas IX Šventasis	Luís IX de França
Lichtenšteinas	Liechtenstein
Sportas	Desporto
Kembridžas	Cambridge
Jeloustono nacionalinis parkas	Parque Nacional de Yellowstone
Adolfas Hitleris	Adolf Hitler
Facebook	Facebook
Google+	Google+
Wikileaks	WikiLeaks
Julian Assange	Julian Assange
Pirmasis pasaulinis karas	Primeira Guerra Mundial
Antrasis pasaulinis karas	Segunda Guerra Mundial
Trečiasis pasaulinis karas	Terceira Guerra Mundial
Kelnas	Colônia (Alemanha)
Korupcija	Corrupção
Vikiknygos	Wikilivros
Augusto Pinochet	Augusto Pinochet
Vikicitatos	Wikiquote
Vikiversitetas	Wikiversidade
Degtinė	Vodca
Laikrodis	Relógio
Janka Kupala	Yanka Kupala
Ubuntu	Ubuntu
Skopjė	Escópia
Gdynė	Gdynia
Linux	Linux
Valdemar	Valdemar
Bob Dylan	Bob Dylan
Ščecinas	Estetino
Matematika	Matemática
U2	U2
Lotynų kalba	Língua latina
Bahreinas	Bahrein
Armėnija	Arménia
Jenna Jameson	Jenna Jameson
Dantiraštis	Escrita cuneiforme
Higso bozonas	Bóson de Higgs
Serbija	Sérvia
Mėnulis	Lua
Stambulas	Istambul
Australija	Austrália
Bob Marley	Bob Marley
Carl Sagan	Carl Sagan
Astrobiologija	Exobiologia
Fizika	Física
Argentina	Argentina
Silbo Gomero kalba	Silbo Gomero
Telekomunikacijos	Telecomunicações
Peru	Peru
Biologija	Biologia
Neatpažintas skraidantis objektas	Objeto voador não identificado
Šiaurės Korėja	Coreia do Norte
Kambodža	Camboja
Becibuka	Rio Betsiboka
Gyvūnų teisės	Direitos dos animais
Koiperio juosta	Cintura de Kuiper
Koranas	Alcorão
Dinozaurai	Dinossauros
Zoologija	Zoologia
Islamas	Islão
Kriaušė	Pera
Aleksandrijos biblioteka	Biblioteca de Alexandria
Liubliana	Liubliana
Salvador Allende	Salvador Allende
Botanika	Botânica
Lech Wałęsa	Lech Wałęsa
Ratas	Roda
Encyclopédie	Encyclopédie
Denis Diderot	Denis Diderot
Taika	Paz
Encyclopædia Britannica	Encyclopædia Britannica
Lionas	Lyon
Europos Sąjunga	União Europeia
Plovdivas	Plovdiv
Žvaigždžių karai	Star Wars
Rona-Alpės	Ródano-Alpes
Saitynas	World Wide Web
Moteris	Mulher
Daisono sfera	Esfera de Dyson
Sofija	Sófia
Akvedukas	Aqueduto
Ñ	Ñ
Don Kichotas	Dom Quixote
Poezija	Poesia
Virusas (programa)	Vírus de computador
Černobylio avarija	Acidente nuclear de Chernobil
Milanas	Milão
Draugystė	Amizade
Atmintis	Memória
Arthur Rimbaud	Arthur Rimbaud
Turinas	Turim
Išmatos	Fezes
Išangė	Ânus
Pažastis	Axila
Tikrasis citrinmedis	Limão
Charles Baudelaire	Charles Baudelaire
Stendalis	Stendhal
Émile Zola	Émile Zola
666 m.	666
Žiedas	Flor
Gugolas	Googol
Marianų lovys	Fossa das Marianas
Vladimiras Vysockis	Vladimir Vysotsky
Džomolungma	Monte Everest
Anatomija	Anatomia
Miestas	Cidade
Napoleonas Bonapartas	Napoleão Bonaparte
Olimpo Kalnas (Marsas)	Monte Olimpo (Marte)
Fiziologija	Fisiologia
Žvaigždė	Estrela
Vezuvijus	Vesúvio
Saulė	Sol
Dangus	Céu
Louis Pasteur	Louis Pasteur
Šviesmetis	Ano-luz
Kaimas	Aldeia
Victor Hugo	Victor Hugo
Okeanija	Oceania
Giuseppe Garibaldi	Giuseppe Garibaldi
Freenet	Freenet
Orvjetas	Orvieto
Lengvoji atletika	Atletismo
Cenzūra	Censura
Saulės sistema	Sistema Solar
Baltijos jūra	Mar Báltico
Triestas	Trieste
Vysla	Rio Vístula
Siaminis gaidukas	Betta splendens
Eliziejaus laukų alėja	Champs-Élysées
Odra	Rio Oder
Dantis	Dente
Vandenilis	Hidrogénio
Helis	Hélio
Pragaras	Inferno
Vikiteka	Wikimedia Commons
Skaistykla	Purgatório
Angela Merkel	Angela Merkel
Litis	Lítio
Berilis	Berílio
Garsiakalbis	Altifalante
Knyga	Livro
Para	Dia
Rytų Timoras	Timor-Leste
Naktis	Noite
Metai	Ano
Šimtmetis	Século
Lodzė	Łódź
Vilerbanas	Villeurbanne
Monblanas	Monte Branco
Reinas	Reno
Oslas	Oslo
Bona	Bona
Visų šventųjų diena	Dia de Todos-os-Santos
Katovicai	Katowice
Juodoji bedugnė	Buraco negro
Neliečiamieji (2011)	Intouchables
Cerera (nykštukinė planeta)	Ceres (planeta anão)
Lisabona	Lisboa
Žešuvas	Rzeszów
Haumea	Haumea
Rona	Rio Ródano
Makemake	Makemake
Michael Bloomberg	Michael Bloomberg
Lytiniai santykiai	Comportamento sexual humano
Eridė (nykštukinė planeta)	Éris (planeta anão)
Lionel Messi	Lionel Messi
Božolė	Beaujolais (vinho)
Paduja	Pádua
Boras	Boro
Mikalojus Kopernikas	Nicolau Copérnico
Versalis	Versalhes
Liudvigsburgas	Ludwigsburgo
Anglis	Carbono
Alessandro Del Piero	Alessandro Del Piero
Volga	Rio Volga
Azotas	Azoto
Bergamas	Bérgamo
Deguonis	Oxigénio
Internazionale Milano FC	Football Club Internazionale Milano
Planeta	Planeta
Kleopatra VII	Cleópatra
Kate Bush	Kate Bush
Muzika	Música
Aberacija (optika)	Aberração óptica
Venecija	Veneza
Naruto	Naruto
Po (upė)	Rio Pó
Šarm el Šeichas	Sharm el-Sheikh
Neva	Rio Neva
Termometras	Termômetro
Renas	Rennes
Lilis	Lille
Maskva	Moscovo
Fluoras	Flúor
Italų kalba	Língua italiana
Čihuahua (šuo)	Chihuahua (cão)
Neonas	Néon
Čihuahua (valstija)	Chihuahua
Sankt Peterburgas	São Petersburgo
Čadas	Chade
Natris	Sódio
Šiaurė	Norte
Magnis	Magnésio
Aliuminis	Alumínio
Naujoji Zelandija	Nova Zelândia
Pietūs	Sul
Indija	Índia
Silicis	Silício
Francis	Frâncio
Tuvalu	Tuvalu
One Piece	One Piece
Fosforas	Fósforo
André-Marie Ampère	André-Marie Ampère
Proza	Prosa
Geležis	Ferro
Tonga	Tonga
Vakarai (pasaulio kryptis)	Oeste
Alessandro Volta	Alessandro Volta
Siera	Enxofre
Samoa	Samoa
Rytai	Leste
Saliamono Salos	Ilhas Salomão
Vanuatu	Vanuatu
Molière	Molière
Chloras	Cloro
Bastille	Bastille
Delftas	Delft
Papua Naujoji Gvinėja	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Pasakėčia	Fábula
Pietų Olandija	Holanda do Sul
Palau	Palau
Argonas	Árgon
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Pasaka	Contos de fadas
Šiaurės Olandija	Holanda do Norte
Mikronezijos Federacinės Valstijos	Estados Federados da Micronésia
Kalis	Potássio
Olympique Lyonnais	Olympique Lyonnais
Zelandijos provincija (Nyderlandai)	Zelândia (Países Baixos)
Kalcis	Cálcio
Flevolandas	Flevolândia
Švinas	Chumbo
Maršalo Salos	Ilhas Marshall
Kiribatis	Kiribati
Mongolija	Mongólia
Fidžis	Fiji
Skandis	Escândio
Heilbronas	Heilbronn
Titanas	Titânio
Venesuela	Venezuela
Šachmatai	Xadrez
Čingischanas	Gengis Khan
Vanadis	Vanádio
Meinas	Maine
Chromas	Crômio
Arklys	Equus ferus caballus
Amsterdamas	Amesterdão
Ginklas	Arma
Gyvūnai	Animalia
Surinamas	Suriname
Manganas	Manganês
Paragvajus	Paraguai
Gajana	Guiana
Menas	Arte
Ekvadoras	Equador
Renis	Rênio
Kolumbija	Colômbia
Kobaltas	Cobalto
Volframas	Tungstênio
Nikelis	Níquel
Žemuogė	Morangueiro
Budizmas	Budismo
Groningenas	Groninga
Bolivija	Bolívia
Osmis	Ósmio
Groningeno provincija	Groninga (província)
Varis	Cobre
Trinidadas ir Tobagas	Trinidad e Tobago
Augalai	Plantae
Sent Vinsentas ir Grenadinai	São Vicente e Granadinas
Cinkas	Zinco
Naujasis Hampšyras	Nova Hampshire
Sent Lusija	Santa Lúcia
Balstogė	Białystok
Leonardo da Vinci	Leonardo da Vinci
Sent Kitsas ir Nevis	São Cristóvão e Nevis
Grybai	Fungi
Jamaika	Jamaica
Stephane Mallarmé	Stéphane Mallarmé
Grenada	Granada (país)
Fryzija	Frísia (província)
Masačusetsas	Massachusetts
Drentė	Drente
Overeiselis	Overissel
Gvatemala	Guatemala
Gelderlandas	Guéldria
Utrechto provincija	Utrecht (província)
Google Chrome	Google Chrome
Bahamos	Bahamas
Konektikutas	Connecticut
Višta	Gallus gallus domesticus
Antigva ir Barbuda	Antígua e Barbuda
Havajai	Havaí
Hondūras	Honduras
Dominika	Dominica
Džersis	Jersey
Dominikos Respublika	República Dominicana
Kiaulė	Sus domesticus
Arkties vandenynas	Oceano Ártico
Haitis	Haiti
Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu	Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu
Salvadoras	El Salvador
Zvolė	Zwolle
Iranas	Irão
Irakas	Iraque
Aliaska	Alasca
Asenas	Assen
Išmintis	Sapiência
Kosta Rika	Costa Rica
Izraelis	Israel
Naujasis Sončas	Nowy Sącz
Utrechtas	Utrecht
Panama	Panamá
Jemenas	Iémen
Lozana	Lausana
Virusai	Vírus
Lenkų kalba	Língua polaca
Jordanija	Jordânia
Nikaragva	Nicarágua
Florida	Flórida
Kirgizija	Quirguistão
Arizona	Arizona
Kuveitas	Kuwait
Floridos provincija	Florida (Bolívia)
Laosas	Laos
Libanas	Líbano
Oregonas	Oregon
Maldyvai	Maldivas
Amerika	América
Juta	Utah
Naminis jautis	Bos taurus
Malaizija	Malásia
Valė	Valais (cantão)
Michailas Bulgakovas	Mikhail Bulgákov
Mianmaras	Myanmar
Nepalas	Nepal
Omanas	Omã
Pakistanas	Paquistão
Džeimsas Bondas	James Bond
Kataras	Catar
Tenisas	Ténis
François Villon	François Villon
MySQL	MySQL
Saudo Arabija	Arábia Saudita
Andrejus Tarkovskis	Andrei Tarkovski
Šri Lanka	Sri Lanka
Josifas Stalinas	Josef Stalin
Brūkšninis kodas	Código de barras
Sirija	Síria
Platonas	Platão
Galis	Gálio
Josifas Brodskis	Joseph Brodsky
Tadžikija	Tajiquistão
Pokemon	Pokémon
Taivanas	República da China
YouTube	YouTube
Germanis	Germânio
Aristotelis	Aristóteles
Tailandas	Tailândia
Traukinys	Trem
Arsenas	Arsênio
Radijas	Rádio (telecomunicações)
Meryl Streep	Meryl Streep
Turkmėnija	Turquemenistão
Abakanas	Abakan
Selenas	Selênio
Iridis	Irídio
Jungtiniai Arabų Emyratai	Emirados Árabes Unidos
Bromas	Bromo
Platina	Platina
Vietnamas	Vietname
Charlie Chaplin	Charlie Chaplin
Novosibirskas	Novosibirsk
Pietų Korėja	Coreia do Sul
Juzefas Pilsudskis	Józef Piłsudski
Simpsonai	Os Simpsons
Jekaterinburgas	Ecaterimburgo
Kriptonas	Crípton
Afganistanas	Afeganistão
Gangnam Style	Gangnam Style
Žemutinis Naugardas	Níjni Novgorod
John Ronald Reuel Tolkien	J. R. R. Tolkien
Limonadas	Limonada
Samara	Samara (Rússia)
Rubidis	Rubídio
Auksas	Ouro
Omskas	Omsk
Sueco kanalas	Canal de Suez
Kazanė	Cazã
Mokslininkas	Cientista
Bangladešas	Bangladesh
Bleach (anime)	Bleach (mangá)
Franz Kafka	Franz Kafka
Čeliabinskas	Cheliabinsk
Rostovas prie Dono	Rostov do Don
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufa
Malis	Mali
Sokratas	Sócrates
Volgogradas	Volgogrado
Angola	Angola
Permė	Perm
Butanas	Butão
Twitter	Twitter
Krasnojarskas	Krasnoyarsk
Brunėjus	Brunei
Bračas	Brač
Tanzanija	Tanzânia
Gyvsidabris	Mercúrio (elemento químico)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipinai	Filipinas
Centrinės Afrikos Respublika	República Centro-Africana
Talis (elementas)	Tálio
Pietų ašigalis	Polo Sul
Šiaurės ašigalis	Polo Norte
Izaokas Niutonas	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stroncis	Estrôncio
Narkotikai	Narcótico
Itris	Ítrio
Bismutas	Bismuto
Geltona	Amarelo
Kvantinė mechanika	Mecânica quântica
Togas	Togo
Donald Tusk	Donald Tusk
Tunisas	Tunísia
Zambija	Zâmbia
Zimbabvė	Zimbabwe
Pekinas	Pequim
Pietų Sudanas	Sudão do Sul
Vladivostokas	Vladivostok
Tuva	Tuva
Beninas	Benim
Botsvana	Botswana
Vikinaujienos	Wikinotícias
Burkina Fasas	Burkina Faso
Burundis	Burundi
Komorai	Comores
Kongo Respublika	República do Congo
Alkmaras	Alkmaar
Obė	Rio Ob
Kongo Demokratinė Respublika	República Democrática do Congo
San Antonijus	San Antonio
Tomskas	Tomsk
Džibutis	Djibouti
Memas	Meme
Polonis	Polônio
Bavarija	Baviera
Pusiaujo Gvinėja	Guiné Equatorial
Badenas-Viurtembergas	Baden-Württemberg
Eritrėja	Eritreia
Naujasis Delis	Nova Deli
Almelas	Almelo
Jonas Paulius II	Papa João Paulo II
Fiodoras Dostojevskis	Fiódor Dostoiévski
Amersfortas	Amersfoort
Kamčiatkos pusiasalis	Península de Kamchatka
Tbilisis	Tbilisi
Andrejus Sacharovas	Andrei Sakharov
Astatis	Ástato
Gabonas	Gabão
Mohandas Gandhi	Mahatma Gandhi
Čiukčių pusiasalis	Península de Chukotka
Solidarumas	Solidarność
Komiksas	Banda desenhada
Gambija	Gâmbia
Gvinėja	Guiné
Bisau Gvinėja	Guiné-Bissau
Dramblio Kaulo Krantas	Costa do Marfim
Kamerūnas	Camarões
Mariboras	Maribor
Žaliasis Kyšulys	Cabo Verde
Celė (Slovėnija)	Celje
Lesotas	Lesoto
Liberija	Libéria
Koperis	Koper
Libija	Líbia
Achenas	Aquisgrano
Nova Gorica	Nova Gorica
Madagaskaras	Madagáscar
Malavis	Malawi
Kranis	Kranj
Štutgartas	Estugarda
Triglavas	Triglav
Mauritanija	Mauritânia
Lenkai	Polacos
Mauricijus	Maurícia
Marokas	Marrocos
Mozambikas	Moçambique
Namibija	Namíbia
France Prešeren	France Prešeren
Nigeris	Níger
Nigerija	Nigéria
Bylis	Bienna
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Ruanda
Cirkonis	Zircônio
San Tomė ir Prinsipė	São Tomé e Príncipe
Karlsrūjė	Karlsruhe
Senegalas	Senegal
Seišeliai	Seicheles
Carl von Linné	Carolus Linnaeus
Siera Leonė	Serra Leoa
Somalis	Somália
Niobis	Nióbio
Džavaharlalis Nehru	Jawaharlal Nehru
Gajus Julijus Cezaris	Júlio César
Sudanas	Sudão
Svazilandas	Suazilândia
Ivan Regen	Ivan Regen
Vaivorykštė	Arco-íris
Molibdenas	Molibdênio
Technecis	Tecnécio
Hamburgas	Hamburgo
Metabolizmas	Metabolismo
Narendra Modi	Narendra Modi
Imuninė sistema	Sistema imunitário
Gudžaratas	Gujarate
Ontarijo ežeras	Lago Ontário
Evoliucija	Evolução
Jungtinių Tautų Organizacija	Organização das Nações Unidas
Aukštutinis ežeras	Lago Superior
Dantė	Dante Alighieri
Geologija	Geologia
Ahmadabadas	Ahmedabad
Geografija	Geografia
Širdis	Coração
Galvos smegenys	Cérebro
Oda	Pele
Spalva	Cor
Salernas	Salerno
Daiktavardis	Substantivo
Praha	Praga
Rutenis	Rutênio
Rodis	Ródio
Mėlyna	Azul
Paladis	Paládio
Sidabras	Prata
Kadmis	Cádmio
Limburgo provincija (Nyderlandai)	Limburgo (Países Baixos)
Indis	Índio (elemento químico)
Limburgo provincija (Belgija)	Limburgo (Bélgica)
Alavas	Estanho
Uranas (chemija)	Urânio
Stibis	Antimônio
Telūras	Telúrio
Šiaurės Brabantas	Brabante do Norte
Plutonis	Plutónio
Jodas	Iodo
Neptūnis	Neptúnio
Ksenonas	Xenônio
Anime	Anime
Cezis	Césio
Protaktinis	Protactínio
Elektros krūvis	Carga elétrica
Baris	Bário
Vakarų Flandrijos provincija	Flandres Ocidental
Rytų Flandrijos provincija	Flandres Oriental
Toris	Tório
Antverpeno provincija	Antuérpia (província)
Flamandų Brabanto provincija	Brabante Flamengo
Hafnis	Háfnio
Aktinis	Actínio
Valonų Brabanto provincija	Brabante Valão
Tantalas	Tântalo (elemento químico)
Bill Clinton	Bill Clinton
Namiūro provincija	Namur (província)
Liuksemburgo provincija	Luxemburgo (Bélgica)
Lježo provincija	Liège (província)
Radis	Rádio (elemento químico)
Heno provincija	Hainaut
Izerlonas	Iserlohn
Alenas (ŠRV)	Ahlen
Radonas	Rádon
Lotaringija	Lorena (França)
Elzasas	Alsácia
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Merkurijus (mitologija)	Mercúrio (mitologia)
Hector Berlioz	Hector Berlioz
Overnė	Auvérnia
Busto Arsicijus	Busto Arsizio
Mumbajus	Bombaim
Tarptautinė lengvosios atletikos federacija	Associação Internacional de Federações de Atletismo
Andhra Pradešas	Andra Pradexe
Arunačal Pradešas	Arunachal Pradesh
Asamas	Assam
Biharas	Bihar
Mičiganas	Michigan
Čhatisgarhas	Chhattisgarh
Mičigano ežeras	Lago Michigan
Goa	Goa
Burgundija	Borgonha
Harjana	Haryana
Himačal Pradešas	Himachal Pradesh
Maurice Ravel	Maurice Ravel
Akvitanija	Aquitânia
Džamu ir Kašmyras	Jammu e Caxemira
Puerto Rikas	Porto Rico
Džharkhandas	Jharkhand
Karnataka	Karnataka
Kerala	Querala
Madhja Pradešas	Madhya Pradesh
Usain Bolt	Usain Bolt
Limuzenas	Limusino
Maharaštra	Maharashtra
Manipuras	Manipur
Šlėzvigas-Holšteinas	Schleswig-Holstein
Meghalaja	Meghalaya
Meklenburgas-Pomeranija	Mecklemburgo-Pomerânia Ocidental
Žemutinė Saksonija	Baixa Saxônia
Šiaurės Reinas-Vestfalija	Renânia do Norte-Vestfália
Hesenas	Hesse
Reino kraštas-Pfalcas	Renânia-Palatinado
Saro kraštas	Sarre
Saksonija	Saxônia
John Lennon	John Lennon
Ilinojus	Illinois
Tiuringija	Turíngia
Saksonija-Anhaltas	Saxônia-Anhalt
Šiaurės Dakota	Dakota do Norte
Brandenburgas	Brandemburgo
Brėmenas (žemė)	Bremen (estado)
Lombardija	Lombardia
Pietų Dakota	Dakota do Sul
Montana	Montana
Vajomingas	Wyoming
Straight edge	Straight edge
Pjemontas	Piemonte
Jeruzalė	Jerusalém
Giorgio Napolitano	Giorgio Napolitano
Aidahas	Idaho
Aostos slėnis	Vale de Aosta
Vašingtonas (valstija)	Washington
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rezerfordis	Rutherfórdio
Nevada	Nevada
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Donas	Rio Don
Francesco Cossiga	Francesco Cossiga
Dubnis	Dúbnio
Alessandro Pertini	Sandro Pertini
Syborgis	Seabórgio
Giovanni Leone	Giovanni Leone
Trentinas-Alto Adidžė	Trentino-Alto Ádige
Giuseppe Saragat	Giuseppe Saragat
Indijos vandenynas	Oceano Índico
Antonio Segni	Antonio Segni
Giovanni Gronchi	Giovanni Gronchi
Luigi Einaudi	Luigi Einaudi
Venetas	Vêneto
Enrico De Nicola	Enrico De Nicola
Kosovas	Kosovo
Karibų jūra	Mar do Caribe
Boris	Bóhrio
Friulis-Venecija Džulija	Friul-Veneza Júlia
Hasis	Hássio
Ban Ki Munas	Ban Ki-moon
Kofis Ananas	Kofi Annan
Ligūrija	Ligúria
Meitneris	Meitnério
Koloradas (valstija)	Colorado
Emilija-Romanija	Emília-Romanha
Koloradas (upė JAV ir Meksikoje)	Rio Colorado
Darmštatis	Darmstácio
Frederikas Šopenas	Frédéric Chopin
Džemas	Doce (alimento)
Peninų Alpės	Alpes valaisanos
Rentgenis	Roentgênio
Toskana	Toscana
Leponto Alpės	Alpes Lepontinos
Leonard Cohen	Leonard Cohen
Kopernikis	Copernício
Markė (Italija)	Marcas
Umbrija	Úmbria
Lacijus	Lácio
Dolomitinės Alpės	Dolomitas
Abrucai	Abruzos
Apeninai	Apeninos
Alpės	Alpes
Jansenizmas	Jansenismo
Karpatai	Cárpatos
