Afrika	África
Nicolas Sarkozy	Nicolas Sarkozy
Neptun	Netuno (planeta)
Astronomi	Astronomia
Singapura	Singapura
Sains	Ciência
Fizik kosmologi	Cosmologia
Pluto	Plutão
Montreal	Montreal
Perisian bebas	Software livre
Quimper, Finistère	Quimper
La Flèche	La Flèche
Maryam	Maria (mãe de Jesus)
Liechtenstein	Liechtenstein
Sukan	Desporto
Taman Negara Yellowstone	Parque Nacional de Yellowstone
Adolf Hitler	Adolf Hitler
Facebook	Facebook
Google+	Google+
Kem tahanan Teluk Guantanamo	Prisão de Guantánamo
WikiLeaks	WikiLeaks
Julian Assange	Julian Assange
Perang Dunia Pertama	Primeira Guerra Mundial
Perang Dunia Kedua	Segunda Guerra Mundial
Perang Dunia Ketiga	Terceira Guerra Mundial
Cologne	Colônia (Alemanha)
Korupsi	Corrupção
Wikibuku	Wikilivros
Wikiquote	Wikiquote
Wikiversity	Wikiversidade
Vodka	Vodca
Jam (alat)	Relógio
Ubuntu	Ubuntu
Skopje	Escópia
Gdynia	Gdynia
Linux	Linux
Bob Dylan	Bob Dylan
Szczecin	Estetino
Metrologi	Metrologia
Matematik	Matemática
Bahasa Latin	Língua latina
Bahrain	Bahrein
Armenia	Arménia
Tulisan pepaku	Escrita cuneiforme
Boson Higgs	Bóson de Higgs
Serbia	Sérvia
Bulan (satelit)	Lua
Istanbul	Istambul
Australia	Austrália
Bob Marley	Bob Marley
Astrobiologi	Exobiologia
Fizik	Física
Argentina	Argentina
Telekomunikasi	Telecomunicações
Peru	Peru
Biologi	Biologia
Piring terbang	Objeto voador não identificado
Korea Utara	Coreia do Norte
Kemboja	Camboja
Lingkaran Kuiper	Cintura de Kuiper
Al-Quran	Alcorão
Dinosaur	Dinossauros
Zoologi	Zoologia
Islam	Islão
Pear	Pera
Szczebrzeszyn	Szczebrzeszyn
Wąchock	Wąchock
Botani	Botânica
Lech Wałęsa	Lech Wałęsa
Roda	Roda
Borken, North Rhine-Westphalia	Borken
Ensiklopedia Britannica	Encyclopædia Britannica
Lyon	Lyon
Poissy	Poissy
Kesatuan Eropah	União Europeia
Plovdiv	Plovdiv
Star Wars	Star Wars
Rhône-Alpes	Ródano-Alpes
Jaringan Sejagat	World Wide Web
Perempuan	Mulher
Sofia	Sófia
Derval	Derval (Loire-Atlantique)
Don Quixote	Dom Quixote
Puisi	Poesia
Virus komputer	Vírus de computador
Bencana Chernobyl	Acidente nuclear de Chernobil
Senyum	Riso
Pengeboman atom Hiroshima dan Nagasaki	Bombardeamentos de Hiroshima e Nagasaki
Milan	Milão
Persahabatan	Amizade
Turin	Turim
Tinja	Fezes
Dubur	Ânus
Ketiak	Axila
Lemon	Limão
Charles Baudelaire	Charles Baudelaire
Pisang	Banana
666	666
Bunga	Flor
Googol	Googol
Googolpleks	Googolplex
Jurang Mariana	Fossa das Marianas
Vladimir Vysotsky	Vladimir Vysotsky
Gunung Everest	Monte Everest
Anatomi	Anatomia
Bandar raya	Cidade
Napoleon Bonaparte	Napoleão Bonaparte
Shit	Merda
Gunung Olympus	Monte Olimpo (Marte)
Fisiologi	Fisiologia
Bintang	Estrela
Gunung Vesuvius	Vesúvio
Matahari	Sol
Langit	Céu
Louis Pasteur	Louis Pasteur
Tahun cahaya	Ano-luz
Kampung	Aldeia
Victor Hugo	Victor Hugo
Oceania	Oceania
Giuseppe Garibaldi	Giuseppe Garibaldi
Olahraga	Atletismo
Penapisan	Censura
Sistem Suria	Sistema Solar
Laut Baltik	Mar Báltico
Trieste	Trieste
Ikan Pelaga	Betta splendens
Champs-Élysées	Champs-Élysées
Sungai Oder, Poland	Rio Oder
Gigi	Dente
Hidrogen	Hidrogénio
Helium	Hélio
Neraka	Inferno
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Litium	Lítio
Berilium	Berílio
Pembesar suara	Altifalante
Buku	Livro
Hari	Dia
Timor Leste	Timor-Leste
Malam	Noite
Tahun	Ano
Abad	Século
Łódź	Łódź
Canegrate	Canegrate
Villeurbanne	Villeurbanne
Sungai Rhine	Reno
Oslo	Oslo
Hari Para Orang Kudus	Dia de Todos-os-Santos
Katowice	Katowice
Lohong hitam	Buraco negro
Gay	Gay
Ceres (planet kerdil)	Ceres (planeta anão)
Lisbon	Lisboa
Rzeszów	Rzeszów
Ichiro Suzuki	Ichiro Suzuki
Haumea (planet kerdil)	Haumea
Makemake (planet kerdil)	Makemake
Kegiatan seks manusia	Comportamento sexual humano
Eris (planet kerdil)	Éris (planeta anão)
Dubai	Dubai
Lionel Messi	Lionel Messi
Padua	Pádua
Boron	Boro
Nicolaus Copernicus	Nicolau Copérnico
Versailles	Versalhes
Ludwigsburg	Ludwigsburgo
Karbon	Carbono
Sungai Volga	Rio Volga
Nitrogen	Azoto
Bergamo	Bérgamo
Oksigen	Oxigénio
F.C. Internazionale Milano	Football Club Internazionale Milano
Planet	Planeta
Cleopatra VII dari Mesir	Cleópatra
Muzik	Música
Venice	Veneza
Naruto	Naruto
Sharm el-Sheikh	Sharm el-Sheikh
Rennes	Rennes
Lille	Lille
Moscow	Moscovo
Fluorin	Flúor
Bahasa Itali	Língua italiana
Anjing Chihuahua	Chihuahua (cão)
Neon	Néon
Chihuahua (wilayah)	Chihuahua
Saint Petersburg	São Petersburgo
Chad	Chade
Natrium	Sódio
Utara	Norte
Magnesium	Magnésio
Aluminium	Alumínio
New Zealand	Nova Zelândia
Selatan	Sul
India	Índia
Silikon	Silício
Fransium	Frâncio
Tuvalu	Tuvalu
One Piece	One Piece
Fosforus	Fósforo
Prosa	Prosa
Besi	Ferro
Tonga	Tonga
Barat	Oeste
Belerang	Enxofre
Samoa	Samoa
Timur	Leste
Kepulauan Solomon	Ilhas Salomão
Vanuatu	Vanuatu
Moliere	Molière
Klorin	Cloro
Delft	Delft
Papua New Guinea	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Zuid-Holland	Holanda do Sul
Palau	Palau
Argon	Árgon
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Dongeng	Contos de fadas
Holland Utara	Holanda do Norte
Persekutuan Mikronesia	Estados Federados da Micronésia
Kalium	Potássio
Zeeland	Zelândia (Países Baixos)
Kalsium	Cálcio
Flevoland	Flevolândia
Plumbum	Chumbo
Kepulauan Marshall	Ilhas Marshall
Kiribati	Kiribati
Mongolia	Mongólia
Fiji	Fiji
Skandium	Escândio
Heilbronn	Heilbronn
Titanium	Titânio
Venezuela	Venezuela
Catur	Xadrez
Genghis Khan	Gengis Khan
Vanadium	Vanádio
Maine	Maine
Kromium	Crômio
Kuda	Equus ferus caballus
Amsterdam	Amesterdão
Senjata	Arma
Haiwan	Animalia
Suriname	Suriname
Galian Mangan	Manganês
Paraguay	Paraguai
Guyana	Guiana
Seni	Arte
Ecuador	Equador
Renium	Rênio
Colombia	Colômbia
Kobalt	Cobalto
Tungsten	Tungstênio
Nikel	Níquel
Pokok Strawberi	Morangueiro
Agama Buddha	Budismo
Groningen, Groningen	Groninga
Bolivia	Bolívia
Osmium	Ósmio
Groningen	Groninga (província)
Tembaga	Cobre
Trinidad dan Tobago	Trinidad e Tobago
Tumbuhan	Plantae
Saint Vincent dan Grenadines	São Vicente e Granadinas
Timah sari	Zinco
New Hampshire	Nova Hampshire
Saint Lucia	Santa Lúcia
Białystok	Białystok
Leonardo Da Vinci	Leonardo da Vinci
Santo Kitts dan Nevis	São Cristóvão e Nevis
Kulat	Fungi
Jamaica	Jamaica
Grenada	Granada (país)
Friesland	Frísia (província)
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overissel
Guatemala	Guatemala
Gelderland	Guéldria
Utrecht	Utrecht (província)
Google Chrome	Google Chrome
Bahamas	Bahamas
Connecticut	Connecticut
Ayam	Gallus gallus domesticus
Antigua dan Barbuda	Antígua e Barbuda
Hawaii	Havaí
Honduras	Honduras
Dominika	Dominica
Jersey	Jersey
Republik Dominika	República Dominicana
Babi	Sus domesticus
Lautan Artik	Oceano Ártico
Haiti	Haiti
El Salvador	El Salvador
Zwolle	Zwolle
Iran	Irão
Bodoh	Estupidez
Iraq	Iraque
Alaska	Alasca
Assen	Assen
Costa Rica	Costa Rica
Israel	Israel
Nowy Sącz	Nowy Sącz
Utrecht, Utrecht	Utrecht
Panama	Panamá
Yaman	Iémen
Lausanne	Lausana
Virus	Vírus
Bahasa Poland	Língua polaca
Jordan	Jordânia
Nicaragua	Nicarágua
Florida	Flórida
Kyrgyzstan	Quirguistão
Arizona	Arizona
Kuwait	Kuwait
Laos	Laos
Lubnan	Líbano
Oregon	Oregon
Maldives	Maldivas
Benua Amerika	América
Utah	Utah
Malaysia	Malásia
Valais	Valais (cantão)
Myanmar	Myanmar
Nepal	Nepal
Oman	Omã
Pakistan	Paquistão
James Bond	James Bond
Qatar	Catar
Tenis	Ténis
MySQL	MySQL
Arab Saudi	Arábia Saudita
Sri Lanka	Sri Lanka
Joseph Stalin	Josef Stalin
Kod bar	Código de barras
Syria	Síria
Plato	Platão
Galium	Gálio
Tajikistan	Tajiquistão
Pokémon	Pokémon
Republik China di Taiwan	República da China
YouTube	YouTube
Germanium	Germânio
Aristotle	Aristóteles
Thailand	Tailândia
Kereta api	Trem
Arsenik	Arsênio
Radio	Rádio (telecomunicações)
Turkmenistan	Turquemenistão
Selenium	Selênio
Iridium	Irídio
Emiriah Arab Bersatu	Emirados Árabes Unidos
Bromin	Bromo
Platinum	Platina
Vietnam	Vietname
Charlie Chaplin	Charlie Chaplin
Novosibirsk	Novosibirsk
Korea Selatan	Coreia do Sul
Józef Piłsudski	Józef Piłsudski
The Simpsons	Os Simpsons
Yekaterinburg	Ecaterimburgo
Kripton	Crípton
Afghanistan	Afeganistão
Gangnam Style	Gangnam Style
J. R. R. Tolkien	J. R. R. Tolkien
Rubidium	Rubídio
Emas	Ouro
Omsk	Omsk
Terusan Suez	Canal de Suez
Kazan	Cazã
Ahli sains	Cientista
Bangladesh	Bangladesh
Bleach	Bleach (mangá)
Franz Kafka	Franz Kafka
Gordon Freeman	Gordon Freeman
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufa
Mali	Mali
Socrates	Sócrates
Angola	Angola
Bhutan	Butão
Twitter	Twitter
Brunei	Brunei
Tanzania	Tanzânia
Raksa	Mercúrio (elemento químico)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipina	Filipinas
Republik Afrika Tengah	República Centro-Africana
Uzumaki Naruto	Naruto Uzumaki
Talium	Tálio
Kutub Selatan	Polo Sul
Kutub Utara	Polo Norte
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Strontium	Estrôncio
Pedro I dari Brazil	Pedro I do Brasil
Narkotik	Narcótico
Itrium	Ítrio
Bismut	Bismuto
Kuning	Amarelo
Mekanik kuantum	Mecânica quântica
Togo	Togo
Tunisia	Tunísia
Reggiolo	Reggiolo
Zambia	Zâmbia
Zimbabwe	Zimbabwe
Beijing	Pequim
Sudan Selatan	Sudão do Sul
Vladivostok	Vladivostok
Tuva	Tuva
Benin	Benim
Botswana	Botswana
Wikinews	Wikinotícias
Burkina Faso	Burkina Faso
Burundi	Burundi
Warburg	Warburg
Comoros	Comores
Republik Congo	República do Congo
Alkmaar	Alkmaar
Sungai Ob	Rio Ob
Republik Demokratik Congo	República Democrática do Congo
San Antonio	San Antonio
Djibouti	Djibouti
Polonium	Polônio
Bavaria	Baviera
Guinea Khatulistiwa	Guiné Equatorial
Baden-Württemberg	Baden-Württemberg
Eritrea	Eritreia
New Delhi	Nova Deli
Almelo	Almelo
Paus John Paul II	Papa João Paulo II
Fyodor Dostoyevsky	Fiódor Dostoiévski
Amersfoort	Amersfoort
Semenanjung Kamchatka	Península de Kamchatka
Tbilisi	Tbilisi
Appingedam	Appingedam
Astatin	Ástato
Gabon	Gabão
Mohandas Karamchand Gandhi	Mahatma Gandhi
Semenanjung Chukchi	Península de Chukotka
Komik	Banda desenhada
Gambia	Gâmbia
Guinea	Guiné
Guinea-Bissau	Guiné-Bissau
Ivory Coast	Costa do Marfim
Cameroon	Camarões
Maribor	Maribor
Tanjung Verde	Cabo Verde
Lesotho	Lesoto
Liberia	Libéria
Libya	Líbia
Aachen	Aquisgrano
Madagaskar	Madagáscar
Malawi	Malawi
Stuttgart	Estugarda
Mauritania	Mauritânia
Mauritius	Maurícia
Maghribi	Marrocos
Mozambique	Moçambique
Namibia	Namíbia
Niger	Níger
Nigeria	Nigéria
Biel/Bienne	Bienna
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Ruanda
Zirkonium	Zircônio
São Tomé dan Príncipe	São Tomé e Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Seychelles	Seicheles
Carl Linnaeus	Carolus Linnaeus
Sierra Leone	Serra Leoa
Somalia	Somália
Niobium	Nióbio
Jawaharlal Nehru	Jawaharlal Nehru
Julius Caesar	Júlio César
Sudan	Sudão
Swaziland	Suazilândia
Pelangi	Arco-íris
Molibdenum	Molibdênio
Teknetium	Tecnécio
Hamburg	Hamburgo
Metabolisme	Metabolismo
Narendra Modi	Narendra Modi
Sistem imun	Sistema imunitário
Gujarat	Gujarate
Evolusi	Evolução
Pertubuhan Bangsa-Bangsa Bersatu	Organização das Nações Unidas
Tasik Superior	Lago Superior
Dante Alighieri	Dante Alighieri
Geologi	Geologia
Ahmedabad	Ahmedabad
Geografi	Geografia
Jantung	Coração
Otak	Cérebro
Kulit	Pele
Warna	Cor
Salerno	Salerno
Kata nama	Substantivo
Praha	Praga
Rutenium	Rutênio
Rodium	Ródio
Biru	Azul
Paladium	Paládio
Perak	Prata
Kadmium	Cádmio
Star Trek	Star Trek
Limburg	Limburgo (Países Baixos)
Indium	Índio (elemento químico)
Limburg (Belgium)	Limburgo (Bélgica)
Timah	Estanho
Uranium	Urânio
Antimoni	Antimônio
Telurium	Telúrio
Noord-Brabant	Brabante do Norte
Plutonium	Plutónio
Iodin	Iodo
Hemer	Hemer
Neptunium	Neptúnio
Xenon	Xenônio
Anime	Anime
Sesium	Césio
Protaktinium	Protactínio
Cas elektrik	Carga elétrica
Barium	Bário
Flanders Barat	Flandres Ocidental
Flanders Timur	Flandres Oriental
Torium	Tório
Wilayah Antwerpen	Antuérpia (província)
Brabant Flanders	Brabante Flamengo
Hafnium	Háfnio
Aktinium	Actínio
Brabant Walonia	Brabante Valão
Tantalum	Tântalo (elemento químico)
Bill Clinton	Bill Clinton
Radium	Rádio (elemento químico)
Hainaut	Hainaut
Iserlohn	Iserlohn
Ahlen	Ahlen
Radon	Rádon
Lorraine	Lorena (França)
Alsace	Alsácia
Indira Gandhi	Indira Gandhi
Auvergne	Auvérnia
Jamnagar	Jamnagar
Busto Arsizio	Busto Arsizio
Mumbai	Bombaim
Andhra Pradesh	Andra Pradexe
Arunachal Pradesh	Arunachal Pradesh
Assam	Assam
Bihar	Bihar
Michigan	Michigan
Chhattisgarh	Chhattisgarh
Goa	Goa
Bourgogne	Borgonha
Haryana	Haryana
Himachal Pradesh	Himachal Pradesh
Aquitaine	Aquitânia
Jammu dan Kashmir	Jammu e Caxemira
Puerto Rico	Porto Rico
Jharkhand	Jharkhand
Karnataka	Karnataka
Kerala	Querala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Limousin (bahagian)	Limusino
Maharashtra	Maharashtra
Manipur	Manipur
Schleswig-Holstein	Schleswig-Holstein
Meghalaya	Meghalaya
Mecklenburg-Vorpommern	Mecklemburgo-Pomerânia Ocidental
Sachsen Hilir	Baixa Saxônia
North Rhine-Westphalia	Renânia do Norte-Vestfália
Hesse	Hesse
Rhineland-Palatinate	Renânia-Palatinado
Saarland	Sarre
Sachsen	Saxônia
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Turíngia
Sachsen-Anhalt	Saxônia-Anhalt
Dakota Utara	Dakota do Norte
Brandenburg	Brandemburgo
Bremen (negeri)	Bremen (estado)
Lombardia	Lombardia
Dakota Selatan	Dakota do Sul
Montana	Montana
Wyoming	Wyoming
Piemonte	Piemonte
Baitulmuqaddis	Jerusalém
Giorgio Napolitano	Giorgio Napolitano
Idaho	Idaho
Lembah Aosta	Vale de Aosta
Washington (negeri)	Washington
Ruterfordium	Rutherfórdio
Nevada	Nevada
Dubnium	Dúbnio
Siborgium	Seabórgio
Trentino-Alto Adige	Trentino-Alto Ádige
Lautan Hindi	Oceano Índico
Veneto	Vêneto
Kosovo	Kosovo
Laut Caribbean	Mar do Caribe
Bohrium	Bóhrio
Friuli-Venezia Giulia	Friul-Veneza Júlia
Hasium	Hássio
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Ligúria
Meitnerium	Meitnério
Javier Pérez de Cuéllar	Javier Pérez de Cuéllar
Kurt Waldheim	Kurt Waldheim
Colorado	Colorado
Emilia-Romagna	Emília-Romanha
U Thant	U Thant
Darmstadtium	Darmstácio
Dag Hammarskjöld	Dag Hammarskjöld
Frédéric Chopin	Frédéric Chopin
Roentgenium	Roentgênio
Toscana	Toscana
Kopernisium	Copernício
Marche	Marcas
Umbria	Úmbria
Kategori:Kandungan	Categoria:Conteúdo
Latium	Lácio
Abruzzo	Abruzos
Banjaran Alp	Alpes
Pergunungan Karpatos	Cárpatos
Grenoble	Grenoble
Bron	Bron
Dam	Damas
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Ununtrium	Unúntrio
Flerovium	Fleróvio
Ununpentium	Ununpêntio
Livermorium	Livermório
Wageningen	Wageningen
Ununseptium	Ununséptio
Ununoktium	Ununóctio
Como	Como
Maastricht	Maastricht
Arnhem	Arnhem
Musim sejuk	Inverno
Musim bunga	Primavera
Musim panas	Verão
Musim luruh	Outono
Ekuinoks	Equinócio
Saddam Hussein	Saddam Hussein
Osama bin Laden	Osama bin Laden
Bahasa Sepanyol	Língua castelhana
Montevideo	Montevidéu
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh
Opera	Ópera
Philadelphia	Filadélfia
Kolkata	Calcutá
Edgar (opera)	Edgar (ópera)
Chennai	Chennai
Delhi	Deli
Dhaka	Daca
Bangalore	Bangalore
Benggala Barat	Bengala Ocidental
Labah-labah	Aranha
Araknid	Aracnídeos
Artropod	Artrópode
Hyderabad, India	Hyderabad (Andhra Pradesh)
Islamabad	Islamabad
Tripura	Tripura
Buah	Fruto
Monyet	Macaco
Wang	Dinheiro
Virginia	Virgínia
Virginia Barat	Virgínia Ocidental
Dungeons & Dragons	Dungeons & Dragons
Lada besar	Capsicum annuum
Piran	Piran
Tasik Huron	Lago Huron
New York	Nova Iorque (estado)
Serium	Cério
Praseodimium	Praseodímio
Rhode Island	Rhode Island
Neodimium	Neodímio
Serangga	Insetos
Maryland	Maryland
Delaware	Delaware
Vladimir I. Lenin	Lenin
Europium	Európio
Ohio	Ohio
Virgil	Virgílio
Niccolò Machiavelli	Nicolau Maquiavel
Pennsylvania	Pensilvânia
Uetersen	Uetersen
Augustus	Augusto
Microsoft Windows	Microsoft Windows
New Jersey	Nova Jérsia
Caligula	Calígula
Gibraltar	Gibraltar
Claudius	Cláudio
Bahasa Finland	Língua finlandesa
Nero	Nero
Indiana	Indiana
Nokia	Nokia
Vespasian	Vespasiano
Kereta	Automóvel
Titus Flavius Vespasianus	Tito (imperador)
Juventus F.C.	Juventus Football Club
Roger Federer	Roger Federer
Georgia, Amerika Syarikat	Geórgia (Estados Unidos)
KDE	KDE
Zagreb	Zagreb
Rajasthan	Rajastão
Campania	Campânia
Texas	Texas
Septimius Severus	Septímio Severo
Molise	Molise
Tamil Nadu	Tamil Nadu
Caracalla	Caracala
Apulia	Apúlia
Genoa	Génova
Bruno Mars	Bruno Mars
Gunung Pinatubo	Pinatubo
Basilicata	Basilicata
Carolina Utara	Carolina do Norte
Hoki	Hóquei em campo
Carolina Selatan	Carolina do Sul
Calabria	Calábria
Sicilia	Sicília
Manila	Manila
Sardinia	Sardenha
Ferdinand Marcos	Ferdinando Marcos
Benigno Aquino III	Noynoy Aquino
Feltre	Feltre
Bandar Cebu	Cebu (cidade)
Sungai Seine	Sena
Bandar Davao	Davao
Bandar Quezon	Cidade Quezon
Le Mans	Le Mans
Bordeaux	Bordéus
Corazon Aquino	Corazón Aquino
Bandar Cavite	Cavite (cidade)
Gunung Mayon	Vulcão Mayon
Lupus eritematosus sistemik	Lúpus eritematoso sistêmico
Buenos Aires	Buenos Aires
Penggodam	Hacker
Bandaraya Mexico	Cidade do México
Tokyo	Tóquio
La Paz	La Paz
Barcelona	Barcelona
Nanas	Ananás
Mississippi	Mississippi
Ferdinand Magellan	Fernão de Magalhães
Sungai Mississippi	Rio Mississippi
Uttar Pradesh	Uttar Pradesh
Uttarakhand	Uttarakhand
José Rizal	José Rizal
Kolam renang	Piscina
Mizoram	Mizoram
Manuel L. Quezon	Manuel Quezón
Cublize	Cublize
Sikkim	Siquim
Makati	Makati
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Nagpur	Nagpur
Abidjan	Abidjã
Briedern	Briedern
Abu Dhabi	Abu Dhabi
Astana	Astana
New Mexico	Novo México
Athens	Atenas
Minnesota	Minnesota
Baghdad	Bagdá
Caracas	Caracas
Saint-Just-d'Avray	Saint-Just-d'Avray
Waktu Semesta Berkoordinat	Tempo Universal Coordenado
Wisconsin	Wisconsin
Pune	Pune
Ronno	Ronno
Cicero	Cícero
A.C. Milan	Associazione Calcio Milan
Iowa	Iowa
Valsonne	Valsonne
Nebraska	Nebraska
Kansas	Kansas
Havana	Havana
