Afrika	África
Ludwig van Beethoven	Ludwig van Beethoven
Gjuha turke	Língua turca
Republika Jugafrikane	África do Sul
Linkin Park	Linkin Park
Algjeria	Argélia
Wikisource	Wikisource
Uzbekistani	Uzbequistão
Tashkenti	Tashkent
Varshava	Varsóvia
Festivali Evropian i Këngës	Festival Eurovisão da Canção
Vera (pije alkoolike)	Vinho
Uji	Água
Televizioni	Televisão
Pornografia	Pornografia
Gjuha islandeze	Língua islandesa
Kilia	Chile
Jezusi	Jesus
Elvis Presley	Elvis Presley
Galileo Galilei	Galileu Galilei
Mërkuri	Mercúrio (planeta)
Historia	História
Apple Inc.	Apple
Venusi	Vénus (planeta)
Gjuha (komunikim)	Linguagem
Dashuria	Amor
Diktatura	Ditadura
Galaktika	Galáxia
Jupiteri	Júpiter (planeta)
Rruga e Qumështit	Via Láctea
Llanfairpwllgwyngyll	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch
Big Bang	Big Bang
Urani (planet)	Urano (planeta)
Wikipedia anglisht	Wikipédia em inglês
Nicolas Sarkozy	Nicolas Sarkozy
Neptuni (planet)	Netuno (planeta)
Astronomia	Astronomia
Singapori	Singapura
Shkenca	Ciência
Kozmologjia	Cosmologia
Plutoni (planet)	Plutão
Montreali	Montreal
Programi kompjuterik i lirë	Software livre
E ardhmja	Futuro
Maria	Maria (mãe de Jesus)
Lihtenshtajni	Liechtenstein
Sporti	Desporto
Yelloustoun	Parque Nacional de Yellowstone
Adolf Hitler	Adolf Hitler
Facebook	Facebook
WikiLeaks	WikiLeaks
Julian Assange	Julian Assange
Lufta e Parë Botërore	Primeira Guerra Mundial
Lufta e Dytë Botërore	Segunda Guerra Mundial
Këlni	Colônia (Alemanha)
Korrupsioni	Corrupção
Wikibooks	Wikilivros
Augusto Pinochet	Augusto Pinochet
Wikicitat	Wikiquote
Ora	Relógio
Yanka Kupala	Yanka Kupala
Ubuntu	Ubuntu
Shkupi	Escópia
Linux	Linux
Bob Dylan	Bob Dylan
Metrologjia	Metrologia
Matematika	Matemática
U2	U2
Gjuha latine	Língua latina
Bahraini	Bahrein
Armenia	Arménia
Serbia	Sérvia
Hëna	Lua
Stambolli	Istambul
Australia	Austrália
Bob Marley	Bob Marley
Fizika	Física
Argjentina	Argentina
Peruja	Peru
Biologjia	Biologia
UFO	Objeto voador não identificado
Koreja e Veriut	Coreia do Norte
Kamboxhia	Camboja
Kurani	Alcorão
Dinozaurët	Dinossauros
Zoologjia	Zoologia
Feja Islame	Islão
Dardha	Pera
Biblioteka e Aleksandrisë	Biblioteca de Alexandria
Lubjana	Liubliana
Botanika	Botânica
Leh Valesa	Lech Wałęsa
Rrota	Roda
Denis Diderot	Denis Diderot
Mendja	Mente
Paqja	Paz
Lion	Lyon
Bashkimi Evropian	União Europeia
Star Wars	Star Wars
Rhône-Alpes	Ródano-Alpes
World Wide Web	World Wide Web
Gruaja	Mulher
Sofja	Sófia
Don Kishoti i Mançës	Dom Quixote
Poezia	Poesia
Virusi i kompjuterit	Vírus de computador
Katastrofa e Çernobilit	Acidente nuclear de Chernobil
Hedhja e Bombës Atomike në Hiroshima dhe Nagasaki	Bombardeamentos de Hiroshima e Nagasaki
Milano	Milão
Kujtesa	Memória
Artur Rembo	Arthur Rimbaud
Torino	Turim
Limoni	Limão
Charles Baudelaire	Charles Baudelaire
Stendhal	Stendhal
Bananja	Banana
666	666
Kanali Mariana	Fossa das Marianas
Mali Everest	Monte Everest
Qyteti	Cidade
Napoleon Bonaparte	Napoleão Bonaparte
Olympus Mons	Monte Olimpo (Marte)
Fiziologjia	Fisiologia
Ylli	Estrela
Vezuvi	Vesúvio
Dielli	Sol
Qielli	Céu
Louis Pasteur	Louis Pasteur
Dritëviti	Ano-luz
Fshati	Aldeia
Victor Hugo	Victor Hugo
Oqeania	Oceania
Giuseppe Garibaldi	Giuseppe Garibaldi
Atletika	Atletismo
Cenzura	Censura
Sistemi diellor	Sistema Solar
Deti Baltik	Mar Báltico
Visla	Rio Vístula
Hidrogjeni	Hidrogénio
Heliumi	Hélio
Ferri	Inferno
Wikimedia Commons	Wikimedia Commons
Purgatori	Purgatório
Angela Merkel	Angela Merkel
Litiumi	Lítio
Beriliumi	Berílio
Zëdhënësi	Altifalante
Libri	Livro
Dita	Dia
Timori Lindor	Timor-Leste
Viti	Ano
Mont Blank	Monte Branco
Rhein	Reno
Oslo	Oslo
Boni	Bona
Katowice	Katowice
Vrima e zezë	Buraco negro
Ceres	Ceres (planeta anão)
Lisbona	Lisboa
Rona	Rio Ródano
Makemake	Makemake
Eris	Éris (planeta anão)
Dubai	Dubai
Lionel Messi	Lionel Messi
Bori	Boro
Nikola Koperniku	Nicolau Copérnico
Karboni	Carbono
Alessandro Del Piero	Alessandro Del Piero
Vollga	Rio Volga
Azoti	Azoto
Bergamo	Bérgamo
Oksigjeni	Oxigénio
F.C. Internazionale Milano	Football Club Internazionale Milano
Planeti	Planeta
Kleopatra VII.	Cleópatra
Muzika	Música
Venecia	Veneza
Naruto	Naruto
Po (lumë)	Rio Pó
Termometri	Termômetro
Lille	Lille
Moska	Moscovo
Fluori	Flúor
Gjuha italiane	Língua italiana
Neoni	Néon
Shën Petersburgu	São Petersburgo
Çadi	Chade
Natriumi	Sódio
Veriu (gjeografi)	Norte
Magneziumi	Magnésio
Alumini	Alumínio
Zelanda e Re	Nova Zelândia
Jugu (gjeografi)	Sul
India	Índia
Silici	Silício
Franciumi	Frâncio
Tuvalu	Tuvalu
One Piece	One Piece
Fosfori	Fósforo
Hekuri	Ferro
Tonga	Tonga
Perëndimi (gjeografi)	Oeste
Alessandro Volta	Alessandro Volta
Sulfuri	Enxofre
Samoa	Samoa
Lindja (gjeografi)	Leste
Ishujt Solomon	Ilhas Salomão
Vanuatu	Vanuatu
Klori	Cloro
Delft	Delft
Papua Guinea e Re	Papua-Nova Guiné
William Shakespeare	William Shakespeare
Hollanda e Jugut	Holanda do Sul
Palau	Palau
Argoni	Árgon
Naurua	Nauru
Mozilla Firefox	Mozilla Firefox
Përralla	Contos de fadas
Hollanda e Veriut	Holanda do Norte
Federata Mikroneziane	Estados Federados da Micronésia
Kaliumi	Potássio
Zeeland (provincë)	Zelândia (Países Baixos)
Kalciumi	Cálcio
Flevoland	Flevolândia
Plumbi (element kimik)	Chumbo
Ishujt Marshall	Ilhas Marshall
Kiribati	Kiribati
Mongolia	Mongólia
Fixhi	Fiji
Skandiumi	Escândio
Titani	Titânio
Venezuela	Venezuela
Shahu	Xadrez
Genghis Khan	Gengis Khan
Vanadiumi	Vanádio
Maine	Maine
Kromi	Crômio
Kali	Equus ferus caballus
Amsterdami	Amesterdão
Arma	Arma
Kafsha	Animalia
Surinami	Suriname
Mangani	Manganês
Paraguaji	Paraguai
Guajana	Guiana
Arti	Arte
Ekuadori	Equador
Rheniumi	Rênio
Kolumbia	Colômbia
Kobalti	Cobalto
Zhan Rasin	Jean Racine
Tungsteni	Tungstênio
Nikeli	Níquel
Fragaria	Morangueiro
Budizmi	Budismo
Groningen	Groninga
Bolivia	Bolívia
Osmiumi	Ósmio
Groningen (provincë)	Groninga (província)
Bakri	Cobre
Trinidadi dhe Tobagoja	Trinidad e Tobago
Bimët	Plantae
Shën Vincenti dhe Grenadinet	São Vicente e Granadinas
Zinku	Zinco
New Hampshire	Nova Hampshire
Shën Luçia	Santa Lúcia
Białystok	Białystok
Leonardo da Vinçi	Leonardo da Vinci
Shën Kits dhe Nevis	São Cristóvão e Nevis
Dario Fo	Dario Fo
Xhamajka	Jamaica
Grenada	Granada (país)
Friesland	Frísia (província)
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overissel
Guatemala	Guatemala
Gelderland (provincë)	Guéldria
Utrecht (provincë)	Utrecht (província)
Google Chrome	Google Chrome
Bahamet	Bahamas
Konektikati	Connecticut
Pula (shpend)	Gallus gallus domesticus
Antigua dhe Barbuda	Antígua e Barbuda
Hawaii	Havaí
Hondurasi	Honduras
Dominika	Dominica
Xhersi	Jersey
Republika Dominikane	República Dominicana
Derri	Sus domesticus
Haitia	Haiti
Salvadori	El Salvador
Zwolle	Zwolle
Irani	Irão
Iraku	Iraque
Alaska	Alasca
Assen	Assen
Kosta Rika	Costa Rica
Izraeli	Israel
Utrecht	Utrecht
Panamaja	Panamá
Jemeni	Iémen
Lozana	Lausana
Gjuha polake	Língua polaca
Jordania	Jordânia
Nikaraguaja	Nicarágua
Florida	Flórida
Kirgistani	Quirguistão
Arizona	Arizona
Kuvejti	Kuwait
Laosi	Laos
Libani	Líbano
Oregon	Oregon
Maldivet	Maldivas
Amerika (kontinent)	América
Utah	Utah
Lopa	Bos taurus
Malajzia	Malásia
Kantoni Valais	Valais (cantão)
Birmania	Myanmar
Nepali	Nepal
Omani	Omã
Pakistani	Paquistão
James Bond	James Bond
Katari	Catar
Tenisi	Ténis
MySQL	MySQL
Arabia Saudite	Arábia Saudita
Sri Lanka	Sri Lanka
Stalini	Josef Stalin
Barkodi	Código de barras
Siria	Síria
Platoni	Platão
Galiumi	Gálio
Joseph Brodsky	Joseph Brodsky
Taxhikistani	Tajiquistão
Pokémon	Pokémon
Republika e Kinës	República da China
YouTube	YouTube
Germaniumi	Germânio
Aristoteli	Aristóteles
Tajlanda	Tailândia
Arseniku	Arsênio
Radio	Rádio (telecomunicações)
Meryl Streep	Meryl Streep
Turkmenistani	Turquemenistão
Seleni	Selênio
Iridiumi	Irídio
Emiratet e Bashkuara Arabe	Emirados Árabes Unidos
Bromi	Bromo
Platina	Platina
Vietnami	Vietname
Charlie Chaplin	Charlie Chaplin
Koreja e Jugut	Coreia do Sul
Simpsons	Os Simpsons
Kriptoni	Crípton
Afganistani	Afeganistão
J. R. R. Tolkien	J. R. R. Tolkien
Rubidiumi	Rubídio
Ari	Ouro
Omsk	Omsk
Kanali i Suezit	Canal de Suez
Kazani	Cazã
Shkencëtari	Cientista
Bangladeshi	Bangladesh
Bleach	Bleach (mangá)
Franz Kafka	Franz Kafka
Jorge Luis Borges	Jorge Luis Borges
Mali	Mali
Sokrati	Sócrates
Volgograd	Volgogrado
Angola	Angola
Butani	Butão
Twitter	Twitter
Brunei	Brunei
Braç (ishull)	Brač
Tanzania	Tanzânia
Zhiva	Mercúrio (elemento químico)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipinet	Filipinas
Republika e Afrikës Qendrore	República Centro-Africana
Naruto Uzumaki	Naruto Uzumaki
Taliumi	Tálio
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronciumi	Estrôncio
Itriumi	Ítrio
Bismuti	Bismuto
Ngjyra e verdhë	Amarelo
Mekanika kuantike	Mecânica quântica
Togo	Togo
Tunizia	Tunísia
Zambia	Zâmbia
Zimbabveja	Zimbabwe
Pekini	Pequim
Wikipedia:Lista e listave	Lista de listas
Sudani i Jugut	Sudão do Sul
Tëvaja	Tuva
Benini	Benim
Bocvana	Botswana
Wikinews	Wikinotícias
Burkina Faso	Burkina Faso
Burundi	Burundi
Komoret	Comores
Republika e Kongos	República do Congo
Alkmaar	Alkmaar
Republika Demokratike e Kongos	República Democrática do Congo
San Antonio	San Antonio
Xhibuti	Djibouti
Poloniumi	Polônio
Bavaria	Baviera
Guinea Ekuatoriale	Guiné Equatorial
Baden-Vyrtemberg	Baden-Württemberg
Eritrea	Eritreia
New Delhi	Nova Deli
Almelo	Almelo
Papa Gjon Pali II	Papa João Paulo II
Fëdor Michajlovič Dostoevskij	Fiódor Dostoiévski
Amersfoort	Amersfoort
Tbilisi	Tbilisi
Appingedam	Appingedam
Astati	Ástato
Gaboni	Gabão
Mahatma Gandi	Mahatma Gandhi
Stripi	Banda desenhada
Gambia	Gâmbia
Guinea	Guiné
Guinea Bisau	Guiné-Bissau
Bregu i Fildishtë	Costa do Marfim
Kameruni	Camarões
Kepi i Gjelbër	Cabo Verde
Lesoto	Lesoto
Liberia	Libéria
Libia	Líbia
Madagaskari	Madagáscar
Malavi	Malawi
Shtutgarti	Estugarda
Trigllavi	Triglav
Mauritania	Mauritânia
Mauritiusi	Maurícia
Maroku	Marrocos
Mozambiku	Moçambique
Namibia	Namíbia
Nigeri	Níger
Nigeria	Nigéria
Biel/Bienne	Bienna
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Ruanda
Zirkoniumi	Zircônio
Sao Tome dhe Principe	São Tomé e Príncipe
Karlsruhe	Karlsruhe
Senegali	Senegal
Sejshellet	Seicheles
Carl Linné	Carolus Linnaeus
Siera Leone	Serra Leoa
Somalia	Somália
Niobiumi	Nióbio
Jul Çezari	Júlio César
Sudani	Sudão
Suazilendi	Suazilândia
Ylberi	Arco-íris
Molibdeni	Molibdênio
Teknetiumi	Tecnécio
Hamburgu	Hamburgo
Metabolizmi	Metabolismo
Guxharat	Gujarate
Evolucioni	Evolução
Organizata e Kombeve të Bashkuara	Organização das Nações Unidas
Dante Alighieri	Dante Alighieri
Gjeologjia	Geologia
Gjeografia	Geografia
Zemra	Coração
Truri	Cérebro
Lëkura	Pele
Ngjyra	Cor
Breaking Bad	Breaking Bad
Praga	Praga
Rutheniumi	Rutênio
Rhodiumi	Ródio
Ngjyra e kaltër	Azul
Palladiumi	Paládio
Argjendi	Prata
Kadmiumi	Cádmio
Udhëtimi yjor	Star Trek
Limburgu (Holandë)	Limburgo (Países Baixos)
Indiumi	Índio (elemento químico)
Kallaj	Estanho
Urani (element kimik)	Urânio
Antimoni	Antimônio
Teluri	Telúrio
Brabanta Veriore	Brabante do Norte
Plutoni (element kimik)	Plutónio
Jodi	Iodo
Neptuni (element kimik)	Neptúnio
Ksenoni	Xenônio
Anime	Anime
Ceziumi	Césio
Protaktini	Protactínio
Ngarkesa elektrike	Carga elétrica
Bariumi	Bário
Toriumi	Tório
Hafniumi	Háfnio
Aktiniumi	Actínio
Tantali	Tântalo (elemento químico)
Bill Clinton	Bill Clinton
Radiumi	Rádio (elemento químico)
Radoni	Rádon
Lorena (rajon francez)	Lorena (França)
Alsasa	Alsácia
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Auvernia	Auvérnia
Andra Pradesh	Andra Pradexe
Arunaçal Pradesh	Arunachal Pradesh
Assam	Assam
Michigan	Michigan
Çatisgar	Chhattisgarh
Burgonja	Borgonha
Akuitania	Aquitânia
Portorikoja	Porto Rico
Usain Bolt	Usain Bolt
Limousin	Limusino
Shlesvig-Holshtajni	Schleswig-Holstein
Mecklenburg-Vorpommern	Mecklemburgo-Pomerânia Ocidental
Saksonia e Ulët	Baixa Saxônia
Nordrhein-Westfalen	Renânia do Norte-Vestfália
Hesia	Hesse
Rheinland-Pfalz	Renânia-Palatinado
Saarland	Sarre
Saksonia	Saxônia
John Lennon	John Lennon
Illinois	Illinois
Tyringia	Turíngia
Saksonia Anhalt	Saxônia-Anhalt
North Dakota	Dakota do Norte
Brandenburgu	Brandemburgo
Bremen (krahinë)	Bremen (estado)
Lombardia	Lombardia
South Dakota	Dakota do Sul
Montana	Montana
Wyoming	Wyoming
Piemonti	Piemonte
Jerusalemi	Jerusalém
Giorgio Napolitano	Giorgio Napolitano
Idaho	Idaho
Lugina e Aostës	Vale de Aosta
Washington	Washington
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Rutherfordiumi	Rutherfórdio
Nevada	Nevada
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Francesco Cossiga	Francesco Cossiga
Dubniumi	Dúbnio
Sandro Pertini	Sandro Pertini
Seaborgiumi	Seabórgio
Giovanni Leone	Giovanni Leone
Trentino-Tiroli Jugor	Trentino-Alto Ádige
Giuseppe Saragat	Giuseppe Saragat
Oqeani Indian	Oceano Índico
Veneto	Vêneto
Kosova	Kosovo
Bohriumi	Bóhrio
Friuli-Venecia Xhulia	Friul-Veneza Júlia
Hassiumi	Hássio
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria	Ligúria
Meitneriumi	Meitnério
Kurt Waldheim	Kurt Waldheim
Colorado	Colorado
Emilia-Romanja	Emília-Romanha
Lumi Kolorado	Rio Colorado
Darmstadtiumi	Darmstácio
Frédéric Chopin	Frédéric Chopin
Roentgeniumi	Roentgênio
Toskana	Toscana
Coperniciumi	Copernício
Marke	Marcas
Umbria	Úmbria
Kategoria:!Kategori kryesore	Categoria:Conteúdo
Lacio	Lácio
Abruco	Abruzos
Malet Apenine	Apeninos
Alpet	Alpes
Karpatet	Cárpatos
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Dortmundi	Dortmund
Chicago	Chicago
The Beatles	The Beatles
Ununtriumi	Unúntrio
Ununquadiumi	Fleróvio
Ununpentiumi	Ununpêntio
Ununhexiumi	Livermório
Wageningen	Wageningen
Ununseptiumi	Ununséptio
Ununoctiumi	Ununóctio
Maastricht	Maastricht
Arnhem	Arnhem
Dimri	Inverno
Pranvera s'erdhi vetëm	Primavera
Vera (stinë)	Verão
Vjeshta	Outono
Ekuinoksi	Equinócio
Sadam Husein	Saddam Hussein
Bin Laden	Osama bin Laden
Gjuha spanjolle	Língua castelhana
Friedrich Hayek	Friedrich Hayek
Rimouski	Rimouski
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Opera	Ópera
Filadelfia	Filadélfia
Kalkuta	Calcutá
Dhaka	Daca
Bengali Perëndimor	Bengala Ocidental
Merimanga	Aranha
Këmbënyjorët	Artrópode
Islamabadi	Islamabad
Tripura	Tripura
Fruti	Fruto
Majmuni	Macaco
Paraja	Dinheiro
Virginia	Virgínia
West Virginia	Virgínia Ocidental
Matehorn	Matterhorn
Speci	Capsicum annuum
New York	Nova Iorque (estado)
Keriumi	Cério
Praseodimi	Praseodímio
Rhode Island	Rhode Island
Neodimi	Neodímio
Kandrra	Insetos
Maryland	Maryland
Delaware	Delaware
Lenini	Lenin
Europi	Európio
Ohio	Ohio
Vergili	Virgílio
Niccolò Machiavelli	Nicolau Maquiavel
Pennsylvania	Pensilvânia
Françesko Petrarka	Francesco Petrarca
Giovanni Boccaccio	Giovanni Boccaccio
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Augusti	Augusto
Microsoft Windows	Microsoft Windows
New Jersey	Nova Jérsia
Gjibraltari	Gibraltar
Klaudi	Cláudio
Gjuha finlandeze	Língua finlandesa
Neroni	Nero
Indiana	Indiana
Nokia	Nokia
Automobili	Automóvel
Juventus F.C.	Juventus Football Club
Trajan	Trajano
Roger Federer	Roger Federer
Georgia	Geórgia (Estados Unidos)
Marcus Aurelius	Marco Aurélio
Zagrebi	Zagreb
Kampania	Campânia
Texas	Texas
Molize	Molise
Tamil Nadu	Tamil Nadu
Pulia	Apúlia
Gjenova	Génova
Bazilikata	Basilicata
North Carolina	Carolina do Norte
South Carolina	Carolina do Sul
U.C. Sampdoria	Unione Calcio Sampdoria
Kalabria	Calábria
Sicilia	Sicília
Manila	Manila
Sardenja	Sardenha
Sena	Sena
Morbus Crohn	Doença de Crohn
Bordeaux	Bordéus
Buenos Aires	Buenos Aires
Hakeri	Hacker
Meksiko (qytet)	Cidade do México
Tokjo	Tóquio
La Paz	La Paz
Barcelona	Barcelona
Ananasi	Ananás
Mississippi	Mississippi
Ferdinand Magelani	Fernão de Magalhães
Misisipi (lumë)	Rio Mississippi
Uttarakand	Uttarakhand
Mizoram	Mizoram
Sikkim	Siquim
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Janis Joplin	Janis Joplin
Abidjan	Abidjã
Ebu Dhabi	Abu Dhabi
Astana	Astana
New Mexico	Novo México
Athina	Atenas
Minnesota	Minnesota
Bagdadi	Bagdá
Karakas	Caracas
Coordinated Universal Time	Tempo Universal Coordenado
Wisconsin	Wisconsin
Ciceroni	Cícero
A.C. Milan	Associazione Calcio Milan
Iowa	Iowa
Nebraska	Nebraska
Kanzas	Kansas
Havana	Havana
Hindi	Língua hindi
Internet Explorer	Internet Explorer
Mizuri	Missouri
Georg Ohm	Georg Simon Ohm
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Charles Lindbergh	Charles Lindbergh
Osijeku	Osijek
Elba	Rio Elba
Rieka	Rijeka
Oklahoma	Oklahoma
Danubi	Rio Danúbio
Split	Split
Main	Rio Meno
Neckar	Rio Neckar
Zaleja	Rio Saale
Deti i Veriut	Mar do Norte
Kiel	Kiel
Shverini	Schwerin
Pocdami	Potsdam
Hanoveri	Hanôver
Dyzeldorfi	Düsseldorf
Majnci	Mainz
Vizëbadeni	Wiesbaden
Dubrovniku	Dubrovnik
Sarëbryken	Saarbrücken
Mynihu	Munique
Erfurti	Erfurt
Drezdeni	Dresden
Magdeburgu	Magdeburgo
Volejbolli	Voleibol
Sasuke Uchiha	Sasuke Uchiha
Vjena	Viena
Madonna	Madonna
Kopenhaga	Copenhaga
Stokholmi	Estocolmo
Helsinki	Helsínquia
Dublini	Dublin
Reykjavík	Reykjavík
Kakashi Hatake	Kakashi Hatake
Ella Fitzgerald	Ella Fitzgerald
Talini	Tallinn
Epitafi	Epitáfio
Riga	Riga
Zanzibari	Zanzibar
Louis Armstrong	Louis Armstrong
Bratisllava	Bratislava
Budapesti	Budapeste
Dancigu	Gdańsk
Frankfurti mbi Majn	Frankfurt am Main
Lantani	Lantânio
Prometiumi	Promécio
Saint-Tropez	Saint-Tropez
Samariumi	Samário
Karasjok	Karasjok
Gadolini	Gadolínio
Death Note	Death Note
Zinedine Zidane	Zinédine Zidane
Terbiumi	Térbio
Luksemburgu (qyteti)	Luxemburgo (cidade)
Disprosiumi	Disprósio
Vaduzi	Vaduz
Bibla	Bíblia
Holmiumi	Hólmio
San Marino (qytet)	San Marino (cidade)
Erbiumi	Érbio
Tuliumi	Túlio
Ho-Chi-Minh-Qytet	Cidade de Ho Chi Minh
Yterbiumi	Itérbio
Lutetiumi	Lutécio
Hanoi	Hanói
Kisha e Vërtetë e Jezusit	Verdadeira Igreja de Jesus
Gjuha angleze	Língua inglesa
Bangkoku	Banguecoque
Andorra la Vella	Andorra-a-Velha
Kuala Lumpur	Kuala Lumpur
Americi	Amerício
Odesa	Odessa
Curiumi	Cúrio
Dong Hoi	Dong Hoi
Concepción	Concepción (Chile)
Fyresdal	Fyresdal
Berkeliumi	Berquélio
Atalanta B.C.	Atalanta Bergamasca Calcio
Kaliforniumi	Califórnio
Diplomacia	Diplomacia
Bolonja	Bolonha
Einsteiniumi	Einstênio
Bologna F.C. 1909	Bologna Football Club 1909
Fermiumi	Férmio
Mendeleviumi	Mendelévio
Kievi	Kiev
Cagliari Calcio	Cagliari Calcio
Nobeliumi	Nobélio
Ontario	Ontário
Lawrenciumi	Laurêncio
Mathieu Debuchy	Mathieu Debuchy
Adil Rami	Adil Rami
Olivier Giroud	Olivier Giroud
Karim Benzema	Karim Benzema
Karelia	República da Carélia
